Marca,Modelo,Ano-modelo,Amplitude
Volkswagen,AMAROK SE CD 2.0 16V TDI 4x4 Diesel,2017.0,0.29
Volkswagen,AMAROK SE CD 2.0 16V TDI 4x4 Diesel,2018.0,0.04
Volkswagen,AMAROK SE CD 2.0 16V TDI 4x4 Diesel,2019.0,0.77
Volkswagen,AMAROK SE CD 2.0 16V TDI 4x4 Diesel,2020.0,-2.99
Volkswagen,AMAROK Trendline CD 2.0 16V TDI 4x4 Dies,2015.0,-0.84
Volkswagen,AMAROK Trendline CD 2.0 16V TDI 4x4 Dies,2016.0,0.35
Volkswagen,AMAROK Trendline CD 2.0 16V TDI 4x4 Dies,2017.0,0.19
Volkswagen,SPACEFOX 1.6/ 1.6 Trend Total Flex 8V 5p,2015.0,-0.78
Volkswagen,SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p,2015.0,0.74
Volkswagen,SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p,2016.0,-0.3
Volkswagen,SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p,2017.0,-0.49
Volkswagen,SPACEFOX COMFORTLINE 1.6 Mi T.Flex 8V 5p,2018.0,0.06
Volkswagen,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,2015.0,0.45
Volkswagen,VOYAGE Trendline 1.0 T.Flex 8V 4p,2015.0,-1.1
Volkswagen,VOYAGE Trendline 1.0 T.Flex 8V 4p,2016.0,1.01
Volkswagen,VOYAGE Trendline 1.0 T.Flex 8V 4p,2017.0,-0.33
Volkswagen,VOYAGE Comfortline 1.0 T.Flex 8V 4p,2015.0,-0.75
Volkswagen,VOYAGE Comfortline 1.0 T.Flex 8V 4p,2016.0,-1.18
Volkswagen,SPACEFOX SPORTLINE/HIGHLINE 1.6 T.Flex,2015.0,0.14
Volkswagen,SPACEFOX TREND I MOTION 1.6 T. Flex 8V,2015.0,0.56
Volkswagen,Golf Comfortline 1.4 TSI 140cv Aut.,2015.0,-0.64
Volkswagen,Golf Comfortline 1.4 TSI 140cv Mec.,2015.0,-0.91
