Marca,Modelo,Ano-modelo,Mes 1,Mes 2,Mes 3,Mes 4,Mes 5,Mes 6,Mes 7,Mes 8,Mes 9,Mes 10,Mes 11,Mes 12,Mes 13,Mes 14,Mes 15,Mes 16,Mes 17,Mes 18,Mes 19,Mes 20,Mes 21,Mes 22,Mes 23,Mes 24,Mes 25,Mes 26,Mes 27,Mes 28,Mes 29,Mes 30,Mes 31,Mes 32,Mes 33,Mes 34,Mes 35,Mes 36
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015,"247,150.00","247,365.00","247,737.00","250,636.00","253,743.00","254,051.00","257,703.00","255,805.00","254,599.00","256,606.00","252,009.00","246,273.00","240,776.00","234,998.00","229,703.00","224,621.00","219,284.00","214,449.00","206,085.00","205,017.00","205,945.00","203,825.00","203,212.00","205,752.00","205,340.00","205,875.00","202,488.00","198,641.00","199,090.00","197,273.00","193,115.00","190,657.00","188,094.00","188,094.00","184,572.00","187,829.00"
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016,"258,108.00","252,013.00","251,482.00","250,413.00","251,845.00","246,221.00","251,010.00","254,444.00","254,102.00","249,389.00","250,100.00","246,937.00","246,443.00","249,238.00","245,138.00","248,490.00","251,887.00","244,598.00","249,118.00","249,212.00","252,689.00","251,887.00","247,252.00","242,618.00","245,894.00","249,200.00","250,395.00","245,750.00","241,213.00","244,555.00","247,898.00","243,287.00","240,874.00","236,484.00","239,851.00","234,274.00"
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017,NaN,"277,895.00","273,323.00","272,361.00","271,402.00","274,958.00","274,099.00","277,832.00","281,675.00","282,746.00","286,573.00","290,309.00","294,097.00","294,005.00","293,044.00","297,039.00","298,510.00","298,400.00","302,473.00","293,800.00","291,230.00","287,000.00","285,000.00","284,608.00","278,694.00","271,707.00","268,950.00","271,707.00","271,707.00","268,242.00","266,879.00","262,075.00","259,956.00","254,239.00","252,245.00","248,299.00"
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018,NaN,"306,299.00","305,078.00","309,097.00","310,120.00","314,324.00","318,567.00","322,798.00","320,121.00","320,255.00","318,996.00","310,234.00","301,852.00","300,855.00","299,892.00","298,962.00","307,631.00","306,369.00","313,759.00","318,387.00","314,327.00","311,110.00","308,847.00","304,034.00","300,774.00","293,340.00","288,127.00","285,947.00","280,655.00","275,447.00","267,963.00","262,578.00","260,762.00","261,439.00","252,753.00","252,947.00"
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015,"131,650.00","131,610.00","131,178.00","132,877.00","134,420.00","136,132.00","131,447.00","131,425.00","131,366.00","131,305.00","131,210.00","130,220.00","131,572.00","128,612.00","128,380.00","127,355.00","126,636.00","123,831.00","125,992.00","124,359.00","124,123.00","123,752.00","123,033.00","123,869.00","120,907.00","118,963.00","117,588.00","118,382.00","116,137.00","114,386.00","111,686.00","110,188.00","109,584.00","109,679.00","107,697.00","107,241.00"
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016,"138,049.00","138,299.00","137,138.00","140,386.00","140,855.00","140,664.00","140,620.00","140,266.00","140,550.00","142,336.00","143,525.00","141,640.00","139,663.00","139,555.00","137,357.00","139,279.00","138,262.00","137,613.00","136,724.00","138,534.00","137,962.00","137,156.00","134,508.00","132,048.00","129,575.00","130,470.00","131,496.00","133,305.00","132,021.00","133,847.00","133,601.00","131,099.00","129,812.00","127,450.00","125,069.00","125,084.00"
Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017,NaN,NaN,NaN,NaN,NaN,"157,401.00","153,143.00","152,683.00","152,669.00","282,746.00","286,573.00","290,309.00","294,097.00","294,005.00","293,044.00","297,039.00","298,510.00","298,400.00","302,473.00","293,800.00","291,230.00","287,000.00","285,000.00","284,608.00","278,694.00","271,707.00","268,950.00","271,707.00","271,707.00","268,242.00","266,879.00","262,075.00","259,956.00","254,239.00","252,245.00","248,299.00"
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015,"131,650.00","131,610.00","131,178.00","132,877.00","134,420.00","136,132.00","131,447.00","131,425.00","131,366.00","131,305.00","131,210.00","130,220.00","131,572.00","128,612.00","128,380.00","127,355.00","126,636.00","123,831.00","125,992.00","124,359.00","124,123.00","123,752.00","123,033.00","123,869.00","120,907.00","118,963.00","117,588.00","118,382.00","116,137.00","114,386.00","111,686.00","110,188.00","109,584.00","109,679.00","107,697.00","107,241.00"
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016,"138,049.00","138,299.00","137,138.00","140,386.00","140,855.00","140,664.00","140,620.00","140,266.00","140,550.00","142,336.00","143,525.00","141,640.00","139,663.00","139,555.00","137,357.00","139,279.00","138,262.00","137,613.00","136,724.00","138,534.00","137,962.00","137,156.00","134,508.00","132,048.00","129,575.00","130,470.00","131,496.00","133,305.00","132,021.00","133,847.00","133,601.00","131,099.00","129,812.00","127,450.00","125,069.00","125,084.00"
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017,NaN,NaN,NaN,NaN,NaN,"157,401.00","153,143.00","152,683.00","152,669.00","152,057.00","154,045.00","156,106.00","158,204.00","158,100.00","157,428.00","157,425.00","159,529.00","160,025.00","160,020.00","160,590.00","160,885.00","159,979.00","159,600.00","159,784.00","157,522.00","155,452.00","153,969.00","152,769.00","151,261.00","149,983.00","149,308.00","148,651.00","148,011.00","147,374.00","143,837.00","143,304.00"
Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018,"165,934.00","165,105.00","164,432.00","164,428.00","165,784.00","166,025.00","166,100.00","168,385.00","167,910.00","170,178.00","168,623.00","165,325.00","163,697.00","163,867.00","164,015.00","164,126.00","166,998.00","163,577.00","162,500.00","161,508.00","160,538.00","159,590.00","160,325.00","159,395.00","158,486.00","153,227.00","150,928.00","150,097.00","147,978.00","144,428.00","141,827.00","140,225.00","136,999.00","138,800.00","135,746.00","135,827.00"
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015,"157,914.00","158,124.00","158,398.00","156,407.00","155,215.00","154,063.00","154,060.00","154,650.00","151,846.00","151,211.00","148,572.00","145,048.00","141,697.00","138,508.00","135,369.00","132,320.00","129,185.00","129,733.00","124,673.00","124,558.00","122,922.00","121,423.00","120,032.00","118,535.00","115,764.00","119,200.00","117,485.00","114,696.00","114,206.00","116,528.00","116,190.00","112,919.00","113,579.00","114,305.00","112,178.00","110,108.00"
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016,"152,228.00","148,711.00","148,367.00","147,810.00","146,200.00","149,572.00","143,738.00","144,710.00","146,496.00","148,641.00","146,603.00","144,695.00","141,331.00","143,985.00","141,913.00","139,990.00","138,093.00","141,086.00","140,092.00","138,727.00","139,562.00","137,286.00","137,753.00","135,139.00","132,645.00","134,485.00","135,461.00","133,524.00","135,212.00","134,120.00","134,524.00","132,091.00","131,085.00","128,655.00","126,213.00","126,252.00"
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"188,945.00","188,302.00","187,861.00","187,302.00","183,900.00","183,427.00","182,705.00","182,207.00","181,815.00","181,778.00","181,375.00","180,865.00","180,460.00","180,596.00","177,296.00","176,767.00","173,380.00","170,021.00","165,090.00","160,302.00","155,653.00","154,843.00","154,053.00","150,201.00","149,539.00","148,379.00","147,740.00","147,119.00","143,588.00"
Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018,"194,099.00","193,465.00","192,955.00","195,496.00","198,095.00","200,797.00","199,458.00","200,312.00","199,450.00","202,144.00","205,036.00","202,021.00","197,695.00","196,963.00","196,253.00","190,757.00","190,222.00","189,689.00","187,100.00","187,254.00","187,459.00","187,458.00","186,451.00","184,959.00","179,225.00","178,829.00","176,289.00","173,574.00","171,942.00","171,339.00","170,739.00","168,709.00","166,737.00","170,238.00","169,783.00","169,878.00"
BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015,"160,624.00","160,404.00","159,753.00","159,182.00","158,798.00","158,407.00","155,712.00","154,979.00","152,302.00","153,691.00","150,865.00","149,881.00","153,330.00","153,259.00","149,704.00","153,124.00","156,731.00","153,022.00","155,914.00","151,810.00","149,902.00","150,732.00","148,745.00","146,550.00","143,102.00","139,772.00","137,279.00","135,130.00","134,880.00","130,999.00","130,554.00","132,337.00","133,858.00","134,290.00","131,838.00","132,381.00"
CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015,"53,502.00","53,392.00","53,100.00","53,714.00","53,338.00","53,606.00","54,398.00","54,647.00","54,710.00","54,885.00","53,929.00","52,650.00","51,927.00","50,703.00","49,954.00","49,152.00","49,494.00","49,275.00","47,353.00","47,173.00","47,113.00","46,895.00","46,317.00","46,174.00","46,769.00","46,652.00","46,485.00","45,407.00","45,090.00","43,803.00","44,335.00","44,132.00","43,337.00","43,927.00","43,116.00","42,854.00"
CAOA Chery,Tiggo 2.0 16V Mec. 5p,2015,"47,515.00","47,400.00","47,196.00","47,808.00","47,473.00","48,089.00","48,716.00","48,700.00","48,758.00","48,855.00","49,282.00","50,442.00","49,296.00","48,149.00","47,540.00","46,608.00","46,544.00","46,125.00","44,326.00","44,934.00","44,313.00","44,100.00","43,568.00","42,920.00","42,890.00","42,845.00","42,446.00","42,929.00","42,421.00","42,364.00","41,990.00","41,903.00","41,126.00","40,907.00","40,147.00","39,419.00"
Chevrolet,Classic ADVANTAGE 1.0 VHC FlexPower 4p,2015,"30,882.00","30,880.00","31,225.00","31,580.00","31,590.00","31,210.00","31,301.00","31,320.00","31,371.00","31,408.00","30,832.00","30,133.00","30,791.00","30,735.00","30,350.00","29,672.00","29,909.00","30,157.00","28,980.00","28,810.00","28,424.00","28,516.00","28,123.00","27,779.00","28,137.00","27,981.00","27,890.00","27,886.00","27,882.00","27,758.00","27,844.00","27,745.00","27,780.00","27,464.00","27,288.00","26,937.00"
Chevrolet,Classic Life/LS 1.0 VHC FlexP. 4p,2015,"27,305.00","27,300.00","27,638.00","27,825.00","28,152.00","27,797.00","27,625.00","27,630.00","27,695.00","27,438.00","27,501.00","27,710.00","27,930.00","28,296.00","27,952.00","27,322.00","27,964.00","27,342.00","26,275.00","26,315.00","26,556.00","26,229.00","26,486.00","26,245.00","26,142.00","25,934.00","25,820.00","25,676.00","25,731.00","26,086.00","26,435.00","26,306.00","26,210.00","25,818.00","25,967.00","25,636.00"
Chevrolet,Classic Life/LS 1.0 VHC FlexP. 4p,2016,"29,360.00","29,408.00","29,625.00","29,660.00","29,716.00","30,385.00","29,199.00","29,362.00","29,741.00","29,705.00","29,789.00","29,370.00","29,748.00","29,412.00","29,316.00","28,832.00","28,840.00","29,240.00","29,180.00","29,283.00","28,747.00","28,669.00","28,312.00","27,779.00","28,146.00","28,517.00","28,053.00","28,434.00","28,821.00","29,216.00","29,360.00","29,103.00","28,520.00","28,914.00","29,261.00","29,082.00"
Chevrolet,COBALT LT 1.8 8V Econo.Flex 4p Aut.,2015,"45,130.00","45,140.00","45,197.00","45,748.00","45,885.00","45,938.00","46,556.00","46,622.00","46,714.00","46,799.00","46,857.00","45,733.00","44,720.00","44,673.00","43,619.00","42,605.00","42,421.00","42,268.00","41,887.00","42,212.00","42,017.00","42,089.00","42,468.00","41,951.00","40,951.00","41,041.00","41,250.00","41,206.00","41,025.00","40,010.00","39,407.00","39,935.00","40,460.00","41,010.00","40,254.00","39,503.00"
Chevrolet,COBALT LT 1.8 8V Econo.Flex 4p Mec.,2015,"42,010.00","42,005.00","41,819.00","42,351.00","42,874.00","42,727.00","43,336.00","43,291.00","43,415.00","43,410.00","43,244.00","42,912.00","42,835.00","41,818.00","41,101.00","41,382.00","41,843.00","42,839.00","42,784.00","42,207.00","41,629.00","40,851.00","40,577.00","40,805.00","40,314.00","39,836.00","39,639.00","38,692.00","38,475.00","38,982.00","37,895.00","37,188.00","37,679.00","38,181.00","37,743.00","37,491.00"
Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,2015,"44,815.00","44,965.00","45,012.00","45,509.00","46,044.00","46,322.00","46,966.00","47,330.00","47,455.00","47,480.00","46,599.00","46,605.00","46,671.00","45,616.00","45,306.00","44,387.00","44,287.00","43,919.00","43,133.00","42,659.00","42,344.00","42,838.00","42,725.00","42,158.00","41,278.00","41,198.00","40,625.00","40,215.00","39,912.00","40,455.00","39,310.00","39,823.00","39,874.00","39,826.00","40,072.00","40,595.00"
Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,2016,"52,901.00","52,810.00","52,661.00","52,483.00","53,665.00","53,421.00","53,420.00","54,128.00","52,602.00","52,745.00","52,053.00","51,285.00","51,946.00","52,554.00","51,824.00","52,518.00","53,221.00","53,951.00","53,165.00","53,266.00","53,260.00","53,032.00","53,031.00","53,744.00","52,846.00","52,731.00","52,684.00","52,661.00","53,363.00","54,098.00","54,823.00","53,265.00","52,847.00","53,560.00","52,586.00","52,554.00"
Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,2017,"54,943.00","55,592.00","54,819.00","55,050.00","55,281.00","56,008.00","55,379.00","55,375.00","55,411.00","55,385.00","55,369.00","56,092.00","55,489.00","55,480.00","55,321.00","56,050.00","56,501.00","57,242.00","58,011.00","56,343.00","55,216.00","55,824.00","54,752.00","54,932.00","54,056.00","53,444.00","53,045.00","52,850.00","52,766.00","52,003.00","51,491.00","50,996.00","50,635.00","50,247.00","49,788.00","49,355.00"
Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,2018,"57,396.00","57,284.00","57,068.00","57,855.00","58,301.00","59,097.00","59,907.00","58,845.00","58,478.00","58,215.00","58,203.00","57,415.00","56,225.00","56,050.00","55,459.00","55,290.00","55,032.00","54,970.00","54,444.00","54,086.00","53,655.00","53,714.00","53,378.00","52,919.00","52,105.00","51,599.00","50,985.00","50,621.00","50,333.00","50,152.00","50,120.00","49,612.00","49,114.00","49,476.00","49,718.00","50,425.00"
Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,2019,"58,136.00","57,758.00","57,388.00","57,020.00","57,100.00","57,230.00","58,084.00","59,335.00","60,513.00","58,475.00","58,496.00","57,782.00","56,913.00","56,277.00","55,756.00","54,534.00","53,793.00","53,447.00","53,331.00","52,767.00","53,230.00","53,869.00","53,920.00","55,429.00","55,854.00","56,275.00","57,201.00","59,173.00","59,454.00","62,521.00","63,257.00","64,681.00","65,495.00","66,361.00","67,880.00","69,011.00"
Chevrolet,COBALT LTZ 1.8 8V Econo.Flex 4p Mec.,2020,"61,122.00","60,700.00","61,605.00","62,129.00","61,694.00","61,262.00","61,689.00","61,257.00","60,834.00","61,043.00","62,000.00","62,021.00","62,000.00","63,466.00","64,807.00","66,525.00","66,565.00","68,830.00","67,936.00","70,251.00","71,765.00","73,344.00","74,788.00","75,553.00","74,685.00","75,483.00","76,061.00","77,993.00","77,744.00","76,349.00","76,554.00","76,036.00","76,171.00","75,481.00","75,364.00","74,071.00"
Chevrolet,TRACKER LTZ 1.8 16V Flex 4x2 Aut.,2015,"76,720.00","76,720.00","77,604.00","78,498.00","79,472.00","80,388.00","80,385.00","81,182.00","81,240.00","80,166.00","77,895.00","76,111.00","75,885.00","74,999.00","74,909.00","74,658.00","74,369.00","73,782.00","72,851.00","72,975.00","72,793.00","72,623.00","71,654.00","70,715.00","70,651.00","70,603.00","70,061.00","69,636.00","69,427.00","67,451.00","65,768.00","66,108.00","66,981.00","67,163.00","65,892.00","66,497.00"
Chevrolet,TRACKER LTZ 1.8 16V Flex 4x2 Aut.,2016,NaN,NaN,NaN,NaN,"78,807.00","78,701.00","76,983.00","77,320.00","76,246.00","76,834.00","77,255.00","76,136.00","75,983.00","76,861.00","77,893.00","78,978.00","80,078.00","81,168.00","80,525.00","76,395.00","77,422.00","76,557.00","75,135.00","74,135.00","74,634.00","75,495.00","75,649.00","76,658.00","75,276.00","74,077.00","75,041.00","74,703.00","74,340.00","72,998.00","72,367.00","71,969.00"
Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Aut.,2019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,"70,933.00","70,463.00","70,074.00","69,366.00","68,703.00","69,673.00","70,327.00","71,100.00","71,635.00","71,862.00","72,783.00","75,550.00","75,987.00","77,508.00","78,216.00","78,800.00","80,322.00","81,382.00","81,978.00","82,627.00"
Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Aut.,2020,"74,943.00","74,808.00","75,757.00","76,144.00","74,851.00","75,325.00","76,097.00","75,626.00","75,150.00","75,683.00","75,699.00","76,471.00","76,513.00","77,228.00","78,556.00","80,933.00","81,115.00","83,030.00","84,609.00","85,986.00","86,258.00","87,443.00","88,858.00","90,484.00","92,297.00","92,072.00","91,657.00","91,598.00","91,072.00","91,252.00","89,244.00","89,064.00","89,048.00","88,340.00","86,722.00","85,966.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015,"42,899.00","42,884.00","42,684.00","42,531.00","42,384.00","42,648.00","43,223.00","43,520.00","43,610.00","42,808.00","42,720.00","43,192.00","42,340.00","42,610.00","42,784.00","42,681.00","42,329.00","42,415.00","41,743.00","42,297.00","42,872.00","42,096.00","41,539.00","41,437.00","40,781.00","40,754.00","40,753.00","40,709.00","40,604.00","41,158.00","40,685.00","40,413.00","39,758.00","40,304.00","40,647.00","41,189.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016,"44,420.00","44,415.00","44,401.00","44,281.00","44,109.00","44,265.00","44,231.00","44,510.00","44,416.00","45,022.00","45,577.00","44,938.00","45,517.00","46,049.00","45,894.00","45,324.00","45,756.00","45,557.00","46,238.00","44,884.00","44,065.00","43,510.00","44,078.00","44,672.00","45,292.00","45,862.00","46,044.00","45,820.00","46,449.00","46,560.00","47,071.00","46,056.00","45,134.00","45,734.00","45,108.00","45,178.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2017,"49,666.00","49,977.00","50,079.00","49,667.00","49,258.00","48,810.00","48,485.00","48,149.00","48,121.00","48,101.00","48,071.00","48,145.00","48,141.00","48,105.00","47,951.00","48,600.00","49,258.00","49,919.00","49,200.00","49,346.00","48,359.00","48,645.00","49,330.00","49,325.00","47,825.00","47,227.00","47,008.00","46,947.00","46,915.00","46,488.00","46,463.00","46,351.00","45,997.00","45,900.00","45,597.00","45,348.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2018,"49,995.00","50,183.00","50,286.00","50,962.00","51,236.00","51,908.00","50,874.00","51,057.00","50,458.00","51,142.00","51,298.00","51,188.00","49,877.00","49,585.00","49,349.00","49,199.00","49,344.00","48,897.00","48,547.00","48,309.00","48,185.00","47,810.00","47,539.00","47,263.00","46,809.00","46,467.00","46,256.00","46,108.00","46,089.00","45,788.00","45,395.00","45,056.00","44,936.00","45,551.00","45,939.00","46,859.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019,"52,458.00","52,153.00","51,855.00","51,559.00","51,896.00","51,927.00","53,033.00","53,837.00","53,910.00","53,632.00","53,465.00","52,822.00","52,668.00","52,588.00","52,269.00","51,680.00","50,935.00","50,559.00","50,088.00","49,818.00","49,854.00","50,424.00","50,816.00","51,768.00","52,650.00","52,961.00","53,965.00","57,123.00","57,536.00","59,458.00","60,353.00","62,013.00","63,713.00","64,877.00","66,188.00","67,311.00"
Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015,"46,750.00","46,748.00","47,010.00","47,614.00","47,229.00","46,985.00","47,682.00","47,852.00","48,050.00","48,125.00","46,970.00","46,916.00","46,536.00","45,481.00","45,001.00","45,714.00","45,323.00","45,564.00","45,573.00","44,950.00","45,083.00","44,950.00","44,538.00","44,778.00","44,322.00","43,877.00","43,648.00","43,081.00","43,141.00","41,928.00","42,059.00","42,634.00","42,029.00","42,606.00","42,539.00","43,093.00"
Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016,"48,246.00","48,228.00","49,344.00","49,440.00","49,526.00","49,317.00","48,898.00","48,669.00","47,990.00","48,591.00","49,057.00","49,104.00","49,737.00","50,319.00","50,056.00","48,887.00","48,258.00","48,932.00","48,703.00","47,578.00","48,216.00","47,512.00","47,501.00","47,994.00","48,645.00","49,280.00","49,400.00","49,453.00","50,100.00","50,787.00","50,002.00","48,773.00","47,797.00","48,429.00","48,270.00","48,224.00"
Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017,"54,158.00","54,129.00","53,846.00","54,367.00","54,893.00","55,613.00","53,812.00","53,585.00","53,577.00","53,012.00","53,002.00","52,874.00","52,872.00","52,860.00","52,713.00","52,548.00","52,710.00","52,691.00","51,632.00","51,965.00","51,789.00","51,766.00","51,343.00","51,610.00","50,289.00","50,202.00","50,140.00","50,115.00","50,124.00","49,532.00","49,263.00","49,009.00","48,782.00","48,542.00","48,326.00","47,876.00"
Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018,"54,651.00","54,495.00","54,367.00","54,299.00","54,365.00","54,298.00","53,365.00","53,595.00","53,788.00","53,894.00","54,021.00","54,010.00","52,628.00","52,865.00","53,089.00","53,251.00","53,471.00","53,159.00","53,220.00","52,821.00","52,293.00","52,057.00","51,616.00","51,133.00","50,671.00","50,279.00","50,053.00","49,611.00","49,352.00","49,085.00","48,779.00","48,511.00","48,307.00","48,854.00","49,301.00","50,512.00"
Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019,"56,447.00","56,551.00","56,836.00","55,702.00","55,712.00","56,437.00","57,305.00","57,830.00","58,044.00","58,049.00","57,756.00","57,293.00","56,677.00","56,250.00","55,903.00","55,488.00","54,956.00","54,562.00","54,138.00","53,755.00","53,383.00","54,174.00","54,613.00","55,382.00","56,228.00","56,674.00","57,473.00","59,583.00","59,882.00","62,315.00","62,832.00","64,858.00","66,334.00","67,488.00","68,197.00","69,346.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015,"38,121.00","38,130.00","38,606.00","39,099.00","39,551.00","39,364.00","39,135.00","39,122.00","39,110.00","38,954.00","37,715.00","37,905.00","37,656.00","37,455.00","37,523.00","37,612.00","36,777.00","37,600.00","38,310.00","37,630.00","37,505.00","36,803.00","36,292.00","36,763.00","37,237.00","37,662.00","37,808.00","36,909.00","37,017.00","37,499.00","36,437.00","36,913.00","37,398.00","37,359.00","36,977.00","37,146.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016,"39,025.00","38,948.00","38,895.00","38,920.00","38,054.00","38,923.00","39,620.00","44,510.00","44,416.00","45,022.00","45,577.00","44,938.00","45,517.00","46,049.00","45,894.00","45,324.00","45,756.00","45,557.00","46,238.00","44,884.00","44,065.00","43,510.00","44,078.00","44,672.00","45,292.00","45,862.00","46,044.00","45,820.00","46,449.00","46,560.00","47,071.00","46,056.00","45,134.00","45,734.00","45,108.00","45,178.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,2015,"38,121.00","38,130.00","38,606.00","39,099.00","39,551.00","39,364.00","39,135.00","39,122.00","39,110.00","38,954.00","37,715.00","37,905.00","37,656.00","37,455.00","37,523.00","37,612.00","36,777.00","37,600.00","38,310.00","37,630.00","37,505.00","36,803.00","36,292.00","36,763.00","37,237.00","37,662.00","37,808.00","36,909.00","37,017.00","37,499.00","36,437.00","36,913.00","37,398.00","37,359.00","36,977.00","37,146.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,2016,"39,025.00","38,948.00","38,895.00","38,920.00","38,054.00","38,923.00","39,620.00","40,178.00","40,175.00","39,459.00","39,220.00","39,471.00","39,980.00","40,421.00","40,115.00","39,161.00","38,486.00","39,010.00","38,841.00","39,383.00","39,304.00","39,399.00","38,938.00","39,459.00","39,979.00","40,520.00","40,785.00","40,831.00","41,399.00","41,963.00","41,948.00","41,089.00","40,267.00","40,825.00","40,484.00","40,479.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,2017,"44,355.00","44,351.00","44,190.00","43,792.00","43,397.00","43,455.00","43,422.00","43,295.00","43,885.00","43,589.00","43,588.00","43,659.00","43,658.00","43,657.00","43,563.00","44,129.00","44,010.00","44,618.00","43,459.00","43,594.00","42,722.00","42,794.00","43,373.00","43,577.00","43,064.00","42,763.00","42,501.00","42,287.00","42,205.00","42,204.00","41,697.00","41,217.00","40,743.00","40,468.00","39,938.00","39,523.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,2018,"45,447.00","45,440.00","45,321.00","45,923.00","45,565.00","46,196.00","45,010.00","45,144.00","44,855.00","45,458.00","46,075.00","45,887.00","45,379.00","45,070.00","44,917.00","44,844.00","44,995.00","44,490.00","43,661.00","42,932.00","42,287.00","41,702.00","41,193.00","40,763.00","40,325.00","39,841.00","39,531.00","39,242.00","39,048.00","38,756.00","38,452.00","38,295.00","38,161.00","38,505.00","40,744.00","40,338.00"
Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Mec.,2019,"47,155.00","47,115.00","46,636.00","46,700.00","47,438.00","47,280.00","47,370.00","47,207.00","47,036.00","46,792.00","46,381.00","45,851.00","44,942.00","44,124.00","43,249.00","42,713.00","41,930.00","42,089.00","42,089.00","41,256.00","40,573.00","40,878.00","43,255.00","42,626.00","43,077.00","43,650.00","48,164.00","47,768.00","47,472.00","54,116.00","53,183.00","52,443.00","53,203.00","54,085.00","54,840.00","55,678.00"
Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2015,"45,236.00","45,319.00","45,392.00","44,845.00","45,422.00","45,281.00","45,950.00","46,005.00","46,108.00","46,199.00","45,326.00","45,815.00","45,787.00","45,417.00","45,066.00","44,704.00","44,482.00","43,475.00","43,343.00","43,330.00","42,585.00","41,816.00","41,966.00","42,545.00","42,460.00","41,556.00","42,123.00","41,126.00","40,965.00","40,856.00","40,912.00","41,083.00","41,634.00","40,911.00","40,852.00","40,698.00"
Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2016,"49,238.00","49,323.00","49,403.00","49,496.00","49,584.00","49,473.00","49,380.00","49,234.00","47,711.00","48,327.00","47,365.00","47,945.00","48,563.00","49,144.00","48,375.00","49,046.00","49,726.00","49,541.00","48,121.00","47,864.00","48,374.00","49,038.00","49,035.00","49,206.00","49,860.00","47,891.00","47,869.00","48,061.00","48,702.00","49,356.00","49,830.00","48,496.00","47,526.00","48,138.00","47,247.00","47,854.00"
Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2017,"52,594.00","53,194.00","53,141.00","53,315.00","53,489.00","53,115.00","52,495.00","52,440.00","52,413.00","52,284.00","52,055.00","51,894.00","51,789.00","51,685.00","51,326.00","52,006.00","52,704.00","53,423.00","53,025.00","52,702.00","52,605.00","52,359.00","53,103.00","52,854.00","51,998.00","51,701.00","51,406.00","51,267.00","51,289.00","51,001.00","50,816.00","50,642.00","50,416.00","50,064.00","49,953.00","49,754.00"
