X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Range,Y,Marca,Modelo,Ano-modelo
252985.48343779033,252750.52372427288,252596.48403462893,252262.35770418134,252283.47084619646,252784.34341671283,252851.94842366112,252891.69354692916,252899.95904891094,252873.8056515915,252827.57141687922,252779.6675482455,Mês 20 - Mês 31,252732.27573333334,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
252750.52372427288,252596.48403462893,252262.35770418134,252283.47084619646,252784.34341671283,252851.94842366112,252891.69354692916,252899.95904891094,252873.8056515915,252827.57141687922,252779.6675482455,252732.27573333334,Mês 21 - Mês 32,252711.17509129527,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
252596.48403462893,252262.35770418134,252283.47084619646,252784.34341671283,252851.94842366112,252891.69354692916,252899.95904891094,252873.8056515915,252827.57141687922,252779.6675482455,252732.27573333334,252711.17509129527,Mês 22 - Mês 33,252707.89603854713,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
252262.35770418134,252283.47084619646,252784.34341671283,252851.94842366112,252891.69354692916,252899.95904891094,252873.8056515915,252827.57141687922,252779.6675482455,252732.27573333334,252711.17509129527,252707.89603854713,Mês 23 - Mês 34,252717.180372207,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
252283.47084619646,252784.34341671283,252851.94842366112,252891.69354692916,252899.95904891094,252873.8056515915,252827.57141687922,252779.6675482455,252732.27573333334,252711.17509129527,252707.89603854713,252717.180372207,Mês 24 - Mês 35,252755.0822612091,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
258108.0,252013.0,251482.0,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,Mês 1 - Mês 12,251338.66666666666,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
252013.0,251482.0,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,Mês 2 - Mês 13,250774.55555555556,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
251482.0,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,Mês 3 - Mês 14,250671.35185185185,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,Mês 4 - Mês 15,250603.79783950618,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,Mês 5 - Mês 16,250619.69765946502,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,Mês 6 - Mês 17,250517.5891310871,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,Mês 7 - Mês 18,250875.63822534436,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,Mês 8 - Mês 19,250864.44141078973,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
254102.0,249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,Mês 9 - Mês 20,250566.14486168887,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
249389.0,250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,Mês 10 - Mês 21,250271.4902668296,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250100.0,246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,Mês 11 - Mês 22,250345.03112239874,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
246937.0,251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,Mês 12 - Mês 23,250365.45038259865,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
251338.66666666666,250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,Mês 13 - Mês 24,250651.15458114853,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250774.55555555556,250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,Mês 14 - Mês 25,250593.86190735534,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250671.35185185185,250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,Mês 15 - Mês 26,250578.80410333865,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250603.79783950618,250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,Mês 16 - Mês 27,250571.09179096256,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250619.69765946502,250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,Mês 17 - Mês 28,250568.36628691727,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250517.5891310871,250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,Mês 18 - Mês 29,250564.0886725383,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250875.63822534436,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,250564.0886725383,Mês 19 - Mês 30,250567.9636343259,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,250564.0886725383,250567.9636343259,Mês 20 - Mês 31,250542.32408507433,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250566.14486168887,250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,250564.0886725383,250567.9636343259,250542.32408507433,Mês 21 - Mês 32,250515.48097459806,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250271.4902668296,250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,250564.0886725383,250567.9636343259,250542.32408507433,250515.48097459806,Mês 22 - Mês 33,250511.25898400717,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250345.03112239874,250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,250564.0886725383,250567.9636343259,250542.32408507433,250515.48097459806,250511.25898400717,Mês 23 - Mês 34,250531.23971043862,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
250365.45038259865,250651.15458114853,250593.86190735534,250578.80410333865,250571.09179096256,250568.36628691727,250564.0886725383,250567.9636343259,250542.32408507433,250515.48097459806,250511.25898400717,250531.23971043862,Mês 24 - Mês 35,250546.75709277528,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
277895.0,273323.0,272361.0,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,Mês 2 - Mês 13,279772.5,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
273323.0,272361.0,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,Mês 3 - Mês 14,279928.9583333333,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
272361.0,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,Mês 4 - Mês 15,280479.4548611111,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,Mês 5 - Mês 16,281155.9927662037,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,Mês 6 - Mês 17,281968.8254967207,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,Mês 7 - Mês 18,282553.0609547807,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,Mês 8 - Mês 19,283257.5660343458,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,Mês 9 - Mês 20,283709.6965372079,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,Mês 10 - Mês 21,283879.2545819753,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,Mês 11 - Mês 22,283973.69246380654,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,Mês 12 - Mês 23,283757.08350245707,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,Mês 13 - Mês 24,283211.09046099515,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,Mês 14 - Mês 25,282303.9313327448,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,Mês 15 - Mês 26,282514.88394380687,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,Mês 16 - Mês 27,282730.37774467963,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,Mês 17 - Mês 28,282917.9546516437,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,Mês 18 - Mês 29,283064.78480876365,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,283064.78480876365,Mês 19 - Mês 30,283156.11475143395,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,283064.78480876365,283156.11475143395,Mês 20 - Mês 31,283206.36923448835,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,283064.78480876365,283156.11475143395,283206.36923448835,Mês 21 - Mês 32,283202.10283450026,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
283879.2545819753,283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,283064.78480876365,283156.11475143395,283206.36923448835,283202.10283450026,Mês 22 - Mês 33,283159.8033592746,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
283973.69246380654,283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,283064.78480876365,283156.11475143395,283206.36923448835,283202.10283450026,283159.8033592746,Mês 23 - Mês 34,283099.8490907162,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
283757.08350245707,283211.09046099515,282303.9313327448,282514.88394380687,282730.37774467963,282917.9546516437,283064.78480876365,283156.11475143395,283206.36923448835,283202.10283450026,283159.8033592746,283099.8490907162,Mês 24 - Mês 35,283027.02880962536,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
306299.0,305078.0,309097.0,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,Mês 2 - Mês 13,313145.0833333333,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
305078.0,309097.0,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,Mês 3 - Mês 14,313715.59027777775,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
309097.0,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,Mês 4 - Mês 15,314435.3894675926,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,Mês 5 - Mês 16,314880.25525655865,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,Mês 6 - Mês 17,315276.9431946052,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,Mês 7 - Mês 18,315356.35512748896,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,Mês 8 - Mês 19,315088.80138811306,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,Mês 9 - Mês 20,314446.3681704558,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,Mês 10 - Mês 21,313973.48218466045,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
318996.0,310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,Mês 11 - Mês 22,313450.0223667155,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
310234.0,301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,Mês 12 - Mês 23,312987.85756394174,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
301852.0,313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,Mês 13 - Mês 24,313217.3456942702,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
313145.0833333333,313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,Mês 14 - Mês 25,314164.45783545944,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
313715.59027777775,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,Mês 15 - Mês 26,314249.40571063664,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,Mês 16 - Mês 27,314293.8903300415,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,Mês 17 - Mês 28,314282.0987352456,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,Mês 18 - Mês 29,314232.25235846953,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,314232.25235846953,Mês 19 - Mês 30,314145.19478879153,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,314232.25235846953,314145.19478879153,Mês 20 - Mês 31,314044.26476056676,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,314232.25235846953,314145.19478879153,314044.26476056676,Mês 21 - Mês 32,313957.22004160454,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
313973.48218466045,313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,314232.25235846953,314145.19478879153,314044.26476056676,313957.22004160454,Mês 22 - Mês 33,313916.4576975336,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
313450.0223667155,312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,314232.25235846953,314145.19478879153,314044.26476056676,313957.22004160454,313916.4576975336,Mês 23 - Mês 34,313911.7056569397,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
312987.85756394174,313217.3456942702,314164.45783545944,314249.40571063664,314293.8903300415,314282.0987352456,314232.25235846953,314145.19478879153,314044.26476056676,313957.22004160454,313916.4576975336,313911.7056569397,Mês 24 - Mês 35,313950.1792644584,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
131650.0,131610.0,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,Mês 1 - Mês 12,132070.0,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
131610.0,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,Mês 2 - Mês 13,132105.0,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,Mês 3 - Mês 14,132146.25,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,Mês 4 - Mês 15,132226.9375,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
