Valores reais,Valores preditos,Erros relativos,Meses,Marca,Modelo,Ano-modelo
51727.0,54053.04938258069,2326.0493825806916,Mês 33,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
51176.0,54049.697376386925,2873.6973763869246,Mês 34,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
50453.0,54047.98080400405,3594.9808040040516,Mês 35,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
49035.0,54047.67468222135,5012.674682221354,Mês 36,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
43894.0,43053.666666666664,-840.3333333333358,Mês 13,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42917.0,43021.47222222222,104.47222222221899,Mês 14,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42864.0,42987.59490740741,123.59490740740875,Mês 15,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42704.0,42959.39448302469,255.394483024691,Mês 16,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42875.0,42943.094023276746,68.09402327674616,Mês 17,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
43839.0,42931.85185854981,-907.1481414501905,Mês 18,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
43788.0,42931.75618009563,-856.2438199043681,Mês 19,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42618.0,42939.73586177026,321.735861770263,Mês 20,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42572.0,42956.96385025112,384.9638502511225,Mês 21,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
43138.0,42987.29417110538,-150.70582889462094,Mês 22,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
42595.0,43026.985352030824,431.9853520308243,Mês 23,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
41961.0,43046.31746470006,1085.3174647000633,Mês 24,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
40963.0,42982.17725342507,2019.1772534250704,Mês 25,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
40044.0,42976.219802321604,2932.219802321604,Mês 26,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
39841.0,42972.448767329886,3131.4487673298863,Mês 27,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
38914.0,42971.186588990095,4057.1865889900946,Mês 28,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
38008.0,42972.16926448721,4964.169264487209,Mês 29,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
38997.0,42974.592201254745,3977.5922012547453,Mês 30,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
37705.0,42978.15389648016,5273.153896480158,Mês 31,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
38213.0,42982.02037284554,4769.020372845538,Mês 32,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
38739.0,42985.544082101806,4246.5440821018055,Mês 33,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
38636.0,42987.925768089364,4351.925768089364,Mês 34,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
37938.0,42987.978401171364,5049.978401171364,Mês 35,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
37248.0,42984.72782193308,5736.7278219330765,Mês 36,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
45053.0,46403.416666666664,1350.4166666666642,Mês 13,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
44014.0,46348.368055555555,2334.3680555555547,Mês 14,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43512.0,46299.148726851854,2787.148726851854,Mês 15,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43410.0,46256.32778742284,2846.327787422837,Mês 16,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43308.0,46222.27176970807,2914.2717697080734,Mês 17,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
44198.0,46192.461083850416,1994.461083850416,Mês 18,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
44020.0,46172.83284083795,2152.832840837953,Mês 19,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42751.0,46155.73557757444,3404.7355775744436,Mês 20,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42297.0,46150.713542372316,3853.7135423723157,Mês 21,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42852.0,46163.023004236675,3311.0230042366748,Mês 22,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43193.0,46186.191587923066,2993.1915879230655,Mês 23,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43357.0,46225.124220249985,2868.1242202499852,Mês 24,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43308.0,46231.30123860415,2923.301238604152,Mês 25,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42514.0,46216.95828626561,3702.95828626561,Mês 26,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43162.0,46206.00747215812,3044.0074721581186,Mês 27,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
43727.0,46198.245700933636,2471.245700933636,Mês 28,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42745.0,46193.405527059535,3448.4055270595345,Mês 29,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42685.0,46191.000006838825,3506.0000068388254,Mês 30,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
42695.0,46190.87825042119,3495.878250421192,Mês 31,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
41913.0,46192.38203455313,4279.382034553128,Mês 32,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
41334.0,46195.43590596802,4861.435905968021,Mês 33,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
41328.0,46199.162769601,4871.162769600996,Mês 34,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
40515.0,46202.17441671469,5687.17441671469,Mês 35,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
39896.0,46203.50631911399,6307.5063191139925,Mês 36,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
40069.0,39814.25,-254.75,Mês 13,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39259.0,39872.520833333336,613.5208333333358,Mês 14,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39427.0,39935.23090277778,508.230902777781,Mês 15,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39703.0,39964.08347800926,261.08347800926276,Mês 16,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39480.0,39956.173767843364,476.17376784336375,Mês 17,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39810.0,39907.27158183031,97.27158183031133,Mês 18,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39308.0,39867.37754698284,559.3775469828397,Mês 19,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39088.0,39871.24234256474,783.242342564743,Mês 20,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
39068.0,39872.179204445136,804.1792044451358,Mês 21,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
38676.0,39869.02747148223,1193.0274714822299,Mês 22,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
38368.0,39856.446427439085,1488.4464274390848,Mês 23,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
37895.0,39860.316963059006,1965.3169630590055,Mês 24,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
37565.0,39887.17670998059,2322.1767099805875,Mês 25,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
37425.0,39893.2539358123,2468.253935812303,Mês 26,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
37720.0,39894.981694352224,2174.9816943522237,Mês 27,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
37107.0,39891.62759365009,2784.6275936500897,Mês 28,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
36834.0,39885.589603286826,3051.589603286826,Mês 29,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
37345.0,39879.70758957378,2534.70758957378,Mês 30,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
36540.0,39877.41059021907,3337.4105902190713,Mês 31,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
36399.0,39878.246677155425,3479.2466771554245,Mês 32,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
36634.0,39878.830371704644,3244.8303717046438,Mês 33,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
36470.0,39879.38463564294,3409.384635642942,Mês 34,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
36377.0,39880.24773265633,3503.247732656331,Mês 35,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
35759.0,39882.23117475777,4123.23117475777,Mês 36,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
42639.0,42417.833333333336,-221.16666666666424,Mês 13,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
42476.0,42490.15277777778,14.152777777781012,Mês 14,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
42123.0,42564.58217592593,441.582175925927,Mês 15,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41817.0,42681.214023919754,864.2140239197543,Mês 16,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41902.0,42797.2318592464,895.2318592463998,Mês 17,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41595.0,42844.50118085027,1249.5011808502677,Mês 18,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41390.0,42817.45961258779,1427.459612587787,Mês 19,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40828.0,42775.16458030344,1947.1645803034407,Mês 20,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40905.0,42729.76162866206,1824.7616286620614,Mês 21,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40562.0,42640.658431050564,2078.658431050564,Mês 22,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40934.0,42609.54663363811,1675.5466336381069,Mês 23,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40849.0,42622.00885310795,1773.0088531079527,Mês 24,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41416.0,42665.84292420028,1249.8429242002821,Mês 25,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41050.0,42686.51039010586,1636.510390105861,Mês 26,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40864.0,42702.87352446654,1838.8735244665368,Mês 27,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40402.0,42714.39780351159,2312.397803511587,Mês 28,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40955.0,42717.16311847757,1762.1631184775688,Mês 29,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41508.0,42710.4907234135,1202.4907234135026,Mês 30,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
41168.0,42699.32318529377,1531.323185293768,Mês 31,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40649.0,42689.478483019266,2040.4784830192657,Mês 32,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40790.0,42682.337974912254,1892.3379749122541,Mês 33,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40781.0,42678.386003766434,1897.3860037664344,Mês 34,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
40501.0,42681.529968159426,2180.529968159426,Mês 35,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
39352.0,42687.52857936954,3335.5285793695366,Mês 36,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
129903.0,133148.75,3245.75,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
129561.0,133231.14583333334,3670.145833333343,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
128473.0,133308.32465277778,4835.324652777781,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
129587.0,133373.18504050927,3786.18504050927,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
128847.0,133437.61712721837,4590.617127218371,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
125927.0,133249.2518878199,7322.251887819904,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
125221.0,133198.27287847156,7977.272878471558,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
123510.0,133147.71228501084,9637.712285010843,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
122758.0,133072.10497542843,10314.104975428432,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
120718.0,132954.11372338078,12236.113723380782,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
118959.0,132801.6232003292,13842.623200329195,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
121647.0,132849.09180035663,11202.091800356633,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
118779.0,133147.59945038633,14368.599450386333,Mês 25,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
116425.0,133147.50357125187,16722.503571251873,Mês 26,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
115620.0,133140.53338274508,17520.53338274508,Mês 27,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
115237.0,133126.55077690902,17889.550776909018,Mês 28,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
114753.0,133105.997921609,18352.997921609,Mês 29,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
114219.0,133078.3629878082,18859.362987808214,Mês 30,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
112488.0,133064.12224614059,20576.122246140585,Mês 31,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
112134.0,133052.94302677966,20918.943026779656,Mês 32,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
111704.0,133045.04558859373,21341.045588593726,Mês 33,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
112498.0,133042.79063969085,20544.79063969085,Mês 34,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
113581.0,133050.18038271667,19469.180382716673,Mês 35,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
113175.0,133070.89348124896,19895.89348124896,Mês 36,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
139005.0,139161.58333333334,156.58333333334303,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
139578.0,139498.63194444444,-79.36805555556202,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
137995.0,139899.35127314815,1904.351273148146,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
139810.0,140350.46387924382,540.46387924382,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
141648.0,140579.41920251414,-1068.5807974858617,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
137609.0,140557.0374693903,2948.037469390314,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
140211.0,140267.37392517284,56.373925172840245,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
136184.0,140421.73841893725,4237.738418937253,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
133621.0,140487.46662051536,6866.466620515363,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
135446.0,140400.42217222496,4954.422172224964,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
132967.0,140174.54068657706,7207.540686577064,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
131983.0,140074.16907712515,8091.169077125145,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
133742.0,140156.0165002189,6414.016500218888,Mês 25,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
135503.0,140238.8859307927,4735.8859307926905,Mês 26,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
134821.0,140300.57376298838,5479.573762988381,Mês 27,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
136656.0,140334.00897047506,3678.008970475057,Mês 28,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
138551.0,140332.63772807768,1781.6377280776796,Mês 29,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
140474.0,140312.07260520797,-161.9273947920301,Mês 30,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
142352.0,140291.6588665261,-2060.3411334739067,Mês 31,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
138312.0,140293.68261163888,1981.6826116388838,Mês 32,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
135545.0,140283.01129436403,4738.011294364027,Mês 33,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
135145.0,140265.97335051806,5120.973350518063,Mês 34,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
134311.0,140254.76928204249,5943.769282042485,Mês 35,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
136407.0,140261.4549983313,3854.45499833129,Mês 36,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
155012.0,158761.25,3749.25,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
153260.0,158708.02083333334,5448.020833333343,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
152607.0,158666.02256944444,6059.022569444438,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
152601.0,158634.5244502315,6033.524450231489,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
154676.0,158417.4848210841,3741.484821084101,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
155020.0,158432.94188950778,3412.9418895077833,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
155300.0,158269.35371363343,2969.3537136334344,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
152762.0,158250.88318976955,5488.883189769549,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
152317.0,158055.62345558367,5738.623455583671,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
150783.0,158073.17541021566,7290.175410215656,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
149835.0,158109.44002773362,8274.440027733624,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
150310.0,158197.31003004475,7887.310030044755,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
146499.0,158381.33586588182,11882.335865881818,Mês 25,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
144308.0,158349.6763547053,14041.676354705298,Mês 26,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
142958.0,158319.81431481964,15361.81431481964,Mês 27,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
142172.0,158290.96362693424,16118.963626934245,Mês 28,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
141771.0,158262.33355832612,16491.33355832612,Mês 29,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
140141.0,158249.40428642964,18108.404286429635,Mês 30,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
138584.0,158234.1094861731,19650.10948617311,Mês 31,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
137061.0,158231.1724672181,21170.1724672181,Mês 32,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
135877.0,158229.52990700546,22352.52990700546,Mês 33,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
134795.0,158244.02211129063,23449.02211129063,Mês 34,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
133548.0,158258.2593363802,24710.2593363802,Mês 35,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
132238.0,158270.6609454341,26032.660945434094,Mês 36,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
156899.0,160245.33333333334,3346.333333333343,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
155967.0,160283.77777777778,4316.777777777781,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
155547.0,160389.09259259258,4842.092592592584,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
155437.0,160469.10030864197,5032.100308641966,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
157121.0,160556.1086676955,3435.1086676954874,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
155079.0,160466.9510566701,5387.9510566701065,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
153546.0,160451.28031139262,6905.28031139262,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
152291.0,160447.63700400866,8156.637004008662,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
151314.0,160262.6067543427,8948.606754342705,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
150292.0,160333.32398387126,10041.323983871262,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
148740.0,160237.01764919388,11497.017649193876,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
146790.0,160258.9357866267,13468.93578662671,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
145004.0,160366.7637688456,15362.763768845587,Mês 25,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
143178.0,160376.88297180494,17198.88297180494,Mês 26,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
142153.0,160384.64173797387,18231.64173797387,Mês 27,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
141894.0,160384.2708334223,18490.270833422313,Mês 28,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
140957.0,160377.20171048734,19420.201710487338,Mês 29,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
139758.0,160362.29279738668,20604.292797386675,Mês 30,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
138851.0,160353.57127577972,21502.571275779716,Mês 31,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
137603.0,160345.4288561453,22742.4288561453,Mês 32,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
137144.0,160336.91151049003,23192.911510490027,Mês 33,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
138581.0,160343.1035735023,21762.103573502303,Mês 34,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
138174.0,160343.9185393049,22169.918539304897,Mês 35,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
141995.0,160352.82694681414,18357.826946814137,Mês 36,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2018.0
160420.0,163250.58333333334,2830.583333333343,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
159649.0,163206.04861111112,3557.048611111124,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
158094.0,163157.80266203705,5063.802662037051,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
156588.0,163124.45288387345,6536.452883873455,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
154933.0,163111.1572908629,8178.157290862902,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
153511.0,163082.83706510148,9571.837065101485,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
152070.0,163096.82348719327,11026.823487193265,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
151538.0,162897.64211112604,11359.642111126042,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
150607.0,162926.61228705323,12319.612287053227,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
152734.0,162873.079977641,10139.079977640999,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
155859.0,162887.5866424444,7028.586642444396,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
161002.0,162938.38552931478,1936.385529314779,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
163947.0,163046.08432342435,-900.9156765756488,Mês 25,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
165126.0,163029.04273926525,-2096.957260734751,Mês 26,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
169395.0,163014.29224994476,-6380.7077500552405,Mês 27,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
178633.0,163002.3330489371,-15630.666951062914,Mês 28,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
179951.0,162992.1563960257,-16958.843603974296,Mês 29,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
183640.0,162982.23965478927,-20657.76034521073,Mês 30,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
189762.0,162973.85653726326,-26788.14346273674,Mês 31,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
192239.0,162963.60929143577,-29275.390708564228,Mês 32,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
194415.0,162969.10655646157,-31445.89344353843,Mês 33,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
196982.0,162972.64774557893,-34009.35225442107,Mês 34,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
200792.0,162980.94505957377,-37811.05494042623,Mês 35,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
203448.0,162988.72492766788,-40459.27507233212,Mês 36,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2019.0
185834.0,171989.33333333334,-13844.666666666657,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2020.0
