Indice,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Range,Y,Marca,Modelo,Ano-modelo
836,51188.0,51451.77272727273,51453.40909090909,51429.252754820925,51361.146923783286,51361.7670541503,51402.57206477074,51593.80751586389,51652.42878104396,51736.69012632054,51694.9130360358,51726.17887961127,Mês 12 - Mês 23,51775.82516940724,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2018.0
849,52458.0,52153.0,51855.0,51559.0,51896.0,51927.0,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,Mês 1 - Mês 12,53778.954545454544,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
850,52153.0,51855.0,51559.0,51896.0,51927.0,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,Mês 2 - Mês 13,54080.59090909092,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
851,51855.0,51559.0,51896.0,51927.0,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,Mês 3 - Mês 14,54358.032369146014,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
852,51559.0,51896.0,51927.0,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,Mês 4 - Mês 15,54577.12442607898,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
853,51896.0,51927.0,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,Mês 5 - Mês 16,54692.68509127084,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
854,51927.0,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,Mês 6 - Mês 17,54781.0633527655,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
855,53033.0,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,54781.0633527655,Mês 7 - Mês 18,54778.35474273091,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
856,53837.0,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,54781.0633527655,54778.35474273091,Mês 8 - Mês 19,54879.61917089243,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
857,53910.0,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,54781.0633527655,54778.35474273091,54879.61917089243,Mês 9 - Mês 20,55105.849556498775,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
858,53632.0,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,54781.0633527655,54778.35474273091,54879.61917089243,55105.849556498775,Mês 10 - Mês 21,55375.58313863034,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
859,53465.0,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,54781.0633527655,54778.35474273091,54879.61917089243,55105.849556498775,55375.58313863034,Mês 11 - Mês 22,55621.90141981339,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
860,52822.0,53778.954545454544,54080.59090909092,54358.032369146014,54577.12442607898,54692.68509127084,54781.0633527655,54778.35474273091,54879.61917089243,55105.849556498775,55375.58313863034,55621.90141981339,Mês 12 - Mês 23,55835.647773271216,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2019.0
873,46750.0,46748.0,47010.0,47614.0,47229.0,46985.0,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,Mês 1 - Mês 12,47699.74242424243,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
874,46748.0,47010.0,47614.0,47229.0,46985.0,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,Mês 2 - Mês 13,47701.27777777778,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
875,47010.0,47614.0,47229.0,46985.0,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,Mês 3 - Mês 14,47659.73056320784,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
876,47614.0,47229.0,46985.0,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,Mês 4 - Mês 15,47616.57922660953,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
877,47229.0,46985.0,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,Mês 5 - Mês 16,47657.63211584779,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
878,46985.0,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,Mês 6 - Mês 17,47630.585397259,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
879,47682.0,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,47630.585397259,Mês 7 - Mês 18,47523.28225205659,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
880,47852.0,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,47630.585397259,47523.28225205659,Mês 8 - Mês 19,47498.71508585072,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
881,48050.0,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,47630.585397259,47523.28225205659,47498.71508585072,Mês 9 - Mês 20,47509.23391339181,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
882,48125.0,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,47630.585397259,47523.28225205659,47498.71508585072,47509.23391339181,Mês 10 - Mês 21,47581.31742196857,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
883,46970.0,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,47630.585397259,47523.28225205659,47498.71508585072,47509.23391339181,47581.31742196857,Mês 11 - Mês 22,47717.918134310654,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
884,46916.0,47699.74242424243,47701.27777777778,47659.73056320784,47616.57922660953,47657.63211584779,47630.585397259,47523.28225205659,47498.71508585072,47509.23391339181,47581.31742196857,47717.918134310654,Mês 12 - Mês 23,47679.76526188941,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2015.0
897,48246.0,48228.0,49344.0,49440.0,49526.0,49317.0,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,Mês 1 - Mês 12,48899.045454545456,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
898,48228.0,49344.0,49440.0,49526.0,49317.0,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,Mês 2 - Mês 13,48777.72727272727,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
899,49344.0,49440.0,49526.0,49317.0,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,Mês 3 - Mês 14,48582.46763085399,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
900,49440.0,49526.0,49317.0,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,Mês 4 - Mês 15,48533.86111111111,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
901,49526.0,49317.0,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,Mês 5 - Mês 16,48524.0311621727,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
902,49317.0,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,Mês 6 - Mês 17,48570.355119143685,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
903,48898.0,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,48570.355119143685,Mês 7 - Mês 18,48633.331099854746,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
904,48669.0,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,48570.355119143685,48633.331099854746,Mês 8 - Mês 19,48662.35868993265,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
905,47990.0,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,48570.355119143685,48633.331099854746,48662.35868993265,Mês 9 - Mês 20,48664.51679034615,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
906,48591.0,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,48570.355119143685,48633.331099854746,48662.35868993265,48664.51679034615,Mês 10 - Mês 21,48523.66583226419,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
907,49057.0,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,48570.355119143685,48633.331099854746,48662.35868993265,48664.51679034615,48523.66583226419,Mês 11 - Mês 22,48432.68954919978,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
908,49104.0,48899.045454545456,48777.72727272727,48582.46763085399,48533.86111111111,48524.0311621727,48570.355119143685,48633.331099854746,48662.35868993265,48664.51679034615,48523.66583226419,48432.68954919978,Mês 12 - Mês 23,48413.296967283706,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2016.0
921,54158.0,54129.0,53846.0,54367.0,54893.0,55613.0,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,Mês 1 - Mês 12,53001.57575757576,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
922,54129.0,53846.0,54367.0,54893.0,55613.0,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,Mês 2 - Mês 13,52753.73737373738,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
923,53846.0,54367.0,54893.0,55613.0,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,Mês 3 - Mês 14,52469.699418426695,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
924,54367.0,54893.0,55613.0,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,Mês 4 - Mês 15,52093.46377920621,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
925,54893.0,55613.0,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,Mês 5 - Mês 16,51764.89052910495,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
926,55613.0,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,Mês 6 - Mês 17,51541.71117536965,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
927,53812.0,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,51541.71117536965,Mês 7 - Mês 18,51539.05277058147,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
928,53585.0,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,51541.71117536965,51539.05277058147,Mês 8 - Mês 19,51338.53651077132,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
929,53577.0,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,51541.71117536965,51539.05277058147,51338.53651077132,Mês 9 - Mês 20,51126.345765695005,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
930,53012.0,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,51541.71117536965,51539.05277058147,51338.53651077132,51126.345765695005,Mês 10 - Mês 21,50943.83977934605,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
931,53002.0,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,51541.71117536965,51539.05277058147,51338.53651077132,51126.345765695005,50943.83977934605,Mês 11 - Mês 22,50692.04335365223,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
932,52874.0,53001.57575757576,52753.73737373738,52469.699418426695,52093.46377920621,51764.89052910495,51541.71117536965,51539.05277058147,51338.53651077132,51126.345765695005,50943.83977934605,50692.04335365223,Mês 12 - Mês 23,50448.20085669626,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2017.0
945,54651.0,54495.0,54367.0,54299.0,54365.0,54298.0,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,Mês 1 - Mês 12,53631.43939393939,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
946,54495.0,54367.0,54299.0,54365.0,54298.0,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,Mês 2 - Mês 13,53594.49494949496,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
947,54367.0,54299.0,54365.0,54298.0,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,Mês 3 - Mês 14,53558.48844505663,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
948,54299.0,54365.0,54298.0,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,Mês 4 - Mês 15,53524.26030507092,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
949,54365.0,54298.0,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,Mês 5 - Mês 16,53500.94906789042,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
950,54298.0,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,Mês 6 - Mês 17,53519.08285899502,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
951,53365.0,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,53519.08285899502,Mês 7 - Mês 18,53568.32416829099,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
952,53595.0,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,53519.08285899502,53568.32416829099,Mês 8 - Mês 19,53471.47548103431,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
953,53788.0,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,53519.08285899502,53568.32416829099,53471.47548103431,Mês 9 - Mês 20,53381.889769163696,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
954,53894.0,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,53519.08285899502,53568.32416829099,53471.47548103431,53381.889769163696,Mês 10 - Mês 21,53308.99629813768,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
955,54021.0,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,53519.08285899502,53568.32416829099,53471.47548103431,53381.889769163696,53308.99629813768,Mês 11 - Mês 22,53252.74940786829,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
956,54010.0,53631.43939393939,53594.49494949496,53558.48844505663,53524.26030507092,53500.94906789042,53519.08285899502,53568.32416829099,53471.47548103431,53381.889769163696,53308.99629813768,53252.74940786829,Mês 12 - Mês 23,53231.28402547255,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2018.0
969,56447.0,56551.0,56836.0,55702.0,55712.0,56437.0,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,Mês 1 - Mês 12,58078.06060606061,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
970,56551.0,56836.0,55702.0,55712.0,56437.0,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,Mês 2 - Mês 13,58321.83838383837,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
971,56836.0,55702.0,55712.0,56437.0,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,Mês 3 - Mês 14,58594.796908478726,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
972,55702.0,55712.0,56437.0,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,Mês 4 - Mês 15,58938.703499642885,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
973,55712.0,56437.0,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,Mês 5 - Mês 16,59076.7548526279,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
974,56437.0,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,Mês 6 - Mês 17,59115.821649048376,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
975,57305.0,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,59115.821649048376,Mês 7 - Mês 18,59168.75518733806,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
976,57830.0,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,59115.821649048376,59168.75518733806,Mês 8 - Mês 19,59301.68983010089,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
977,58044.0,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,59115.821649048376,59168.75518733806,59301.68983010089,Mês 9 - Mês 20,59505.58351193596,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
978,58049.0,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,59115.821649048376,59168.75518733806,59301.68983010089,59505.58351193596,Mês 10 - Mês 21,59755.94070149936,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
979,57756.0,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,59115.821649048376,59168.75518733806,59301.68983010089,59505.58351193596,59755.94070149936,Mês 11 - Mês 22,60024.37527946557,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
980,57293.0,58078.06060606061,58321.83838383837,58594.796908478726,58938.703499642885,59076.7548526279,59115.821649048376,59168.75518733806,59301.68983010089,59505.58351193596,59755.94070149936,60024.37527946557,Mês 12 - Mês 23,60242.54832123117,Chevrolet,ONIX HATCH LTZ 1.4 8V FlexPower 5p Aut.,2019.0
993,38121.0,38130.0,38606.0,39099.0,39551.0,39364.0,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,Mês 1 - Mês 12,38617.606060606064,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
994,38130.0,38606.0,39099.0,39551.0,39364.0,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,Mês 2 - Mês 13,38448.59595959596,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
995,38606.0,39099.0,39551.0,39364.0,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,Mês 3 - Mês 14,38202.58524640343,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
996,39099.0,39551.0,39364.0,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,Mês 4 - Mês 15,37961.05902458933,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
997,39551.0,39364.0,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,Mês 5 - Mês 16,37761.93685400067,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
998,39364.0,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,Mês 6 - Mês 17,37644.04400421932,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
999,39135.0,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,37644.04400421932,Mês 7 - Mês 18,37528.50792326838,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
1000,39122.0,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,37644.04400421932,37528.50792326838,Mês 8 - Mês 19,37404.063875748085,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
1001,39110.0,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,37644.04400421932,37528.50792326838,37404.063875748085,Mês 9 - Mês 20,37308.40327042095,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
1002,38954.0,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,37644.04400421932,37528.50792326838,37404.063875748085,37308.40327042095,Mês 10 - Mês 21,37256.39834775378,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
1003,37715.0,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,37644.04400421932,37528.50792326838,37404.063875748085,37308.40327042095,37256.39834775378,Mês 11 - Mês 22,37235.858302208726,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
1004,37905.0,38617.606060606064,38448.59595959596,38202.58524640343,37961.05902458933,37761.93685400067,37644.04400421932,37528.50792326838,37404.063875748085,37308.40327042095,37256.39834775378,37235.858302208726,Mês 12 - Mês 23,37022.81710446288,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2015.0
1017,39025.0,38948.0,38895.0,38920.0,38054.0,38923.0,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,Mês 1 - Mês 12,46293.5,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1018,38948.0,38895.0,38920.0,38054.0,38923.0,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,Mês 2 - Mês 13,47418.69696969697,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1019,38895.0,38920.0,38054.0,38923.0,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,Mês 3 - Mês 14,48572.23989898989,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1020,38920.0,38054.0,38923.0,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,Mês 4 - Mês 15,49714.02303336394,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1021,38054.0,38923.0,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,Mês 5 - Mês 16,50801.82903530252,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1022,38923.0,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,Mês 6 - Mês 17,51577.90265758287,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1023,39620.0,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,51577.90265758287,Mês 7 - Mês 18,52217.55404629139,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1024,44510.0,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,51577.90265758287,52217.55404629139,Mês 8 - Mês 19,52643.04820134598,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1025,44416.0,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,51577.90265758287,52217.55404629139,52643.04820134598,Mês 9 - Mês 20,53675.03037567822,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1026,45022.0,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,51577.90265758287,52217.55404629139,52643.04820134598,53675.03037567822,Mês 10 - Mês 21,54661.38320502974,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1027,45577.0,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,51577.90265758287,52217.55404629139,52643.04820134598,53675.03037567822,54661.38320502974,Mês 11 - Mês 22,55684.20074830094,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
1028,44938.0,46293.5,47418.69696969697,48572.23989898989,49714.02303336394,50801.82903530252,51577.90265758287,52217.55404629139,52643.04820134598,53675.03037567822,54661.38320502974,55684.20074830094,Mês 12 - Mês 23,56727.53096334301,Chevrolet,ONIX HATCH LT 1.4 8V FlexPower 5p Aut.,2016.0
