,Valores reais,Valores preditos,Erros relativos,Meses,Marca,Modelo,Ano-modelo
0,240776.0,251973.0833333333,11197.083333333345,Mês 13,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
1,234998.0,252375.00694444444,17377.006944444438,Mês 14,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
2,229703.0,252792.50752314812,23089.507523148142,Mês 15,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
3,224621.0,253213.79981674385,28592.79981674382,Mês 16,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
4,219284.0,253428.61646813917,34144.61646813914,Mês 17,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
5,214449.0,253402.4178404841,38953.417840484064,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
6,206085.0,253348.3693271911,47263.36932719109,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
7,205017.0,252985.48343779036,47968.48343779033,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
8,205945.0,252750.52372427288,46805.52372427288,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
9,203825.0,252596.48403462893,48771.48403462893,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
10,203212.0,252262.3577041813,49050.35770418134,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
11,205752.0,252283.4708461965,46531.47084619646,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
24,246443.0,251338.66666666663,4895.666666666657,Mês 13,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
25,249238.0,250774.5555555556,1536.555555555562,Mês 14,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
26,245138.0,250671.35185185185,5533.351851851854,Mês 15,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
27,248490.0,250603.79783950615,2113.79783950618,Mês 16,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
28,251887.0,250619.69765946505,-1267.302340534981,Mês 17,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
29,244598.0,250517.5891310871,5919.589131087094,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
30,249118.0,250875.6382253444,1757.638225344359,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
31,249212.0,250864.44141078973,1652.441410789732,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
32,252689.0,250566.14486168887,-2122.855138311133,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
33,251887.0,250271.4902668296,-1615.509733170387,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
34,247252.0,250345.03112239877,3093.0311223987374,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
35,242618.0,250365.45038259865,7747.450382598647,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
48,294005.0,279772.5,-14232.5,Mês 14,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
49,293044.0,279928.9583333333,-13115.041666666686,Mês 15,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
50,297039.0,280479.4548611111,-16559.545138888876,Mês 16,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
51,298510.0,281155.9927662037,-17354.007233796292,Mês 17,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
52,298400.0,281968.8254967207,-16431.174503279326,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
53,302473.0,282553.0609547807,-19919.939045219275,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
54,293800.0,283257.5660343458,-10542.433965654229,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
55,291230.0,283709.6965372079,-7520.303462792071,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
56,287000.0,283879.2545819753,-3120.745418024715,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
57,285000.0,283973.69246380654,-1026.3075361934607,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
58,284608.0,283757.08350245707,-850.9164975429303,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
59,278694.0,283211.09046099515,4517.090460995154,Mês 25,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
71,300855.0,313145.0833333333,12290.083333333314,Mês 14,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
72,299892.0,313715.5902777777,13823.590277777752,Mês 15,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
73,298962.0,314435.3894675926,15473.389467592584,Mês 16,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
74,307631.0,314880.25525655865,7249.255256558652,Mês 17,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
75,306369.0,315276.9431946052,8907.943194605177,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
76,313759.0,315356.35512748896,1597.3551274889614,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
77,318387.0,315088.80138811306,-3298.198611886939,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
78,314327.0,314446.3681704558,119.36817045579664,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
79,311110.0,313973.48218466045,2863.4821846604464,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
80,308847.0,313450.0223667155,4603.022366715479,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
81,304034.0,312987.85756394174,8953.85756394174,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
82,300774.0,313217.3456942702,12443.345694270218,Mês 25,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
94,131572.0,132070.0,498.0,Mês 13,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
95,128612.0,132105.0,3493.0,Mês 14,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
96,128380.0,132146.25,3766.25,Mês 15,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
97,127355.0,132226.9375,4871.9375,Mês 16,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
98,126636.0,132172.765625,5536.765625,Mês 17,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
99,123831.0,131985.49609375,8154.49609375,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
100,125992.0,131639.9541015625,5647.9541015625,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
101,124359.0,131656.03361002603,7297.033610026032,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
102,124123.0,131675.28641086153,7552.286410861532,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
103,123752.0,131701.06027843335,7949.060278433346,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
104,123033.0,131734.06530163612,8701.065301636118,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
105,123869.0,131777.7374101058,7908.737410105794,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
118,139663.0,140360.66666666666,697.666666666657,Mês 13,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
119,139555.0,140553.30555555556,998.305555555562,Mês 14,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
120,137357.0,140741.16435185185,3384.164351851854,Mês 15,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
121,139279.0,141041.4280478395,1762.428047839494,Mês 16,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
122,138262.0,141096.04705182614,2834.0470518261427,Mês 17,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
123,137613.0,141116.134306145,3503.134306144988,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
124,136724.0,141153.8121649904,4429.812164990406,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
125,138534.0,141198.29651207294,2664.296512072935,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
126,137962.0,141275.987888079,3313.987888078991,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
127,137156.0,141336.48687875224,4180.486878752243,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
128,134508.0,141253.19411864827,6745.194118648273,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
129,132048.0,141063.87696186895,9015.876961868957,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
142,298400.0,246018.25,-52381.75,Mês 18,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
143,302473.0,253403.0208333333,-49069.97916666666,Mês 19,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
144,293800.0,261758.02256944444,-32041.97743055556,Mês 20,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
145,291230.0,270847.60778356483,-20382.392216435168,Mês 21,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
146,287000.0,280695.8250988619,-6304.174901138118,Mês 22,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
147,285000.0,280524.9771904337,-4475.02280956629,Mês 23,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
148,284608.0,280020.9752896365,-4587.024710363476,Mês 24,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
149,278694.0,279163.6398971062,469.63989710621536,Mês 25,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
150,271707.0,277919.1932218651,6212.193221865105,Mês 26,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
151,268950.0,276578.7093236872,7628.709323687188,Mês 27,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
152,271707.0,275206.6017673277,3499.601767327753,Mês 28,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
153,271707.0,273387.2352479384,1680.235247938428,Mês 29,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
161,131572.0,132070.0,498.0,Mês 13,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
162,128612.0,132105.0,3493.0,Mês 14,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
163,128380.0,132146.25,3766.25,Mês 15,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
164,127355.0,132226.9375,4871.9375,Mês 16,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
165,126636.0,132172.765625,5536.765625,Mês 17,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
166,123831.0,131985.49609375,8154.49609375,Mês 18,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
167,125992.0,131639.9541015625,5647.9541015625,Mês 19,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
168,124359.0,131656.03361002603,7297.033610026032,Mês 20,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
169,124123.0,131675.28641086153,7552.286410861532,Mês 21,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
170,123752.0,131701.06027843335,7949.060278433346,Mês 22,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
171,123033.0,131734.06530163612,8701.065301636118,Mês 23,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
172,123869.0,131777.7374101058,7908.737410105794,Mês 24,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
185,139663.0,140360.66666666666,697.666666666657,Mês 13,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
186,139555.0,140553.30555555556,998.305555555562,Mês 14,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
187,137357.0,140741.16435185185,3384.164351851854,Mês 15,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
188,139279.0,141041.4280478395,1762.428047839494,Mês 16,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
189,138262.0,141096.04705182614,2834.0470518261427,Mês 17,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
190,137613.0,141116.134306145,3503.134306144988,Mês 18,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
191,136724.0,141153.8121649904,4429.812164990406,Mês 19,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
192,138534.0,141198.29651207294,2664.296512072935,Mês 20,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
193,137962.0,141275.987888079,3313.987888078991,Mês 21,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
194,137156.0,141336.48687875224,4180.486878752243,Mês 22,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
195,134508.0,141253.19411864827,6745.194118648273,Mês 23,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
196,132048.0,141063.87696186895,9015.876961868957,Mês 24,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
209,160025.0,155732.5,-4292.5,Mês 18,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
210,160020.0,155593.45833333334,-4426.541666666657,Mês 19,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
211,160590.0,155797.66319444444,-4792.336805555562,Mês 20,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
212,160885.0,156057.21846064815,-4827.781539351854,Mês 21,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
213,159979.0,156339.5699990355,-3639.430000964494,Mês 22,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
214,159600.0,156696.45083228845,-2903.5491677115497,Mês 23,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
215,159784.0,156917.40506831248,-2866.5949316875194,Mês 24,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
216,157522.0,156985.02215733854,-536.9778426614648,Mês 25,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
217,155452.0,156883.44067045007,1431.4406704500725,Mês 26,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
218,153969.0,156782.06072632092,2813.060726320924,Mês 27,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
219,152769.0,156728.23245351433,3959.232453514327,Mês 28,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
220,151261.0,156670.16849130718,5409.16849130718,Mês 29,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2017.0
228,163697.0,166519.08333333334,2822.083333333343,Mês 13,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
229,163867.0,166567.84027777778,2700.840277777781,Mês 14,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
230,164015.0,166689.74363425927,2674.74363425927,Mês 15,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
231,164126.0,166877.8889371142,2751.888937114214,Mês 16,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
232,166998.0,167082.04634854037,84.04634854037431,Mês 17,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
233,163577.0,167190.21687758542,3613.2168775854234,Mês 18,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
234,162500.0,167287.31828405085,4787.3182840508525,Mês 19,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
235,161508.0,167386.26147438845,5878.261474388448,Mês 20,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
236,160538.0,167303.0332639208,6765.033263920806,Mês 21,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
237,159590.0,167252.45270258086,7662.452702580864,Mês 22,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
238,160325.0,167008.6570944626,6683.6570944626,Mês 23,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
239,159395.0,166874.12851900115,7479.128519001155,Mês 24,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2018.0
252,141697.0,153792.33333333334,12095.333333333345,Mês 13,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
253,138508.0,153448.86111111112,14940.861111111124,Mês 14,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
254,135369.0,153059.2662037037,17690.266203703708,Mês 15,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
255,132320.0,152614.37172067902,20294.371720679017,Mês 16,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
256,129185.0,152298.31936406894,23113.319364068942,Mês 17,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
257,129733.0,152055.262644408,22322.26264440801,Mês 18,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
258,124673.0,151887.95119810867,27214.95119810867,Mês 19,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
259,124558.0,151706.9471312844,27148.9471312844,Mês 20,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
260,122922.0,151461.6927255581,28539.692725558096,Mês 21,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
261,121423.0,151429.66711935462,30006.66711935462,Mês 22,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
262,120032.0,151447.88937930082,31415.889379300817,Mês 23,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
263,118535.0,151687.5468275759,33152.54682757589,Mês 24,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2015.0
276,141331.0,147314.25,5983.25,Mês 13,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
277,143985.0,146904.77083333334,2919.770833333343,Mês 14,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
278,141913.0,146754.25173611112,4841.251736111124,Mês 15,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
279,139990.0,146619.8560474537,6629.856047453708,Mês 16,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
280,138093.0,146520.67738474152,8427.677384741517,Mês 17,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
281,141086.0,146547.40050013663,5461.400500136631,Mês 18,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
282,140092.0,146295.3505418147,6203.350541814696,Mês 19,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
283,138727.0,146508.46308696593,7781.46308696593,Mês 20,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
284,139562.0,146658.33501087973,7096.335010879731,Mês 21,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
285,137286.0,146671.86292845305,9385.862928453049,Mês 22,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
286,137753.0,146507.76817249082,8754.768172490818,Mês 23,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
287,135139.0,146499.83218686504,11360.832186865038,Mês 24,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2016.0
300,180460.0,184206.8333333333,3746.833333333343,Mês 20,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
301,180596.0,183811.98611111112,3215.986111111124,Mês 21,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
302,177296.0,183437.81828703705,6141.818287037051,Mês 22,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
303,176767.0,183069.2198109568,6302.219810956798,Mês 23,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
304,173380.0,182716.48812853653,9336.488128536526,Mês 24,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
305,170021.0,182617.8621392479,12596.86213924791,Mês 25,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
306,165090.0,182550.4339841852,17460.43398418522,Mês 26,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
307,160302.0,182537.5534828673,22235.55348286734,Mês 27,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
308,155653.0,182565.0996064396,26912.099606439617,Mês 28,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
309,154843.0,182627.60790697625,27784.60790697625,Mês 29,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
310,154053.0,182698.4085658909,28645.40856589092,Mês 30,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
311,150201.0,182808.6926130485,32607.692613048508,Mês 31,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2017.0
317,197695.0,198610.66666666663,915.666666666657,Mês 13,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
318,196963.0,198986.63888888888,2023.638888888876,Mês 14,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
319,196253.0,199446.77546296292,3193.775462962949,Mês 15,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
320,190757.0,199987.7567515432,9230.756751543202,Mês 16,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
321,190222.0,200362.06981417185,10140.069814171817,Mês 17,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
322,189689.0,200550.9922986861,10861.99229868612,Mês 18,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
323,187100.0,200530.49165691,13430.49165690996,Mês 19,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
324,187254.0,200619.86596165245,13365.865961652453,Mês 20,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
325,187459.0,200645.52145845685,13186.521458456846,Mês 21,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
326,187458.0,200745.1482466616,13287.148246661583,Mês 22,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
327,186451.0,200628.5772672167,14177.577267216691,Mês 23,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
328,184959.0,200261.2920394848,15302.292039484775,Mês 24,Audi,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2018.0
341,153330.0,156216.5,2886.5,Mês 13,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
342,153259.0,155849.20833333334,2590.208333333343,Mês 14,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
343,149704.0,155469.64236111112,5765.642361111124,Mês 15,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
344,153124.0,155112.6958912037,1988.695891203708,Mês 16,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
345,156731.0,154773.58721547067,-1957.412784529326,Mês 17,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
346,153022.0,154438.21948342657,1416.2194834265683,Mês 18,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
347,155914.0,154107.4877737121,-1806.5122262878867,Mês 19,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
348,151810.0,153973.77842152145,2163.7784215214488,Mês 20,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
349,149902.0,153890.00995664825,3988.009956648253,Mês 21,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
350,150732.0,154022.34411970226,3290.344119702262,Mês 22,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
351,148745.0,154049.95612967745,5304.956129677448,Mês 23,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
352,146550.0,154315.3691404839,7765.369140483905,Mês 24,BMW,X1 XDRIVE 28i Sport 2.0 ActiveFlex Aut.,2015.0
365,51927.0,53822.583333333336,1895.583333333336,Mês 13,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
366,50703.0,53849.29861111111,3146.298611111109,Mês 14,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
367,49954.0,53887.4068287037,3933.4068287037007,Mês 15,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
368,49152.0,53953.02406442901,4801.02406442901,Mês 16,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
369,49494.0,53972.94273646476,4478.942736464764,Mês 17,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
370,49275.0,54025.85463117016,4750.8546311701575,Mês 18,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
371,47353.0,54060.84251710101,6707.842517101009,Mês 19,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
372,47173.0,54032.74606019276,6859.74606019276,Mês 20,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
373,47113.0,53981.55823187549,6868.55823187549,Mês 21,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
374,46895.0,53920.85475119844,7025.854751198443,Mês 22,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
375,46317.0,53840.50931379831,7523.509313798313,Mês 23,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
376,46174.0,53833.13508994818,7659.135089948177,Mês 24,CAOA Chery,Tiggo 2.0 16V Aut. 5p,2015.0
389,49296.0,48352.833333333336,-943.1666666666642,Mês 13,CAOA Chery,Tiggo 2.0 16V Mec. 5p,2015.0
390,48149.0,48422.65277777778,273.652777777781,Mês 14,CAOA Chery,Tiggo 2.0 16V Mec. 5p,2015.0
391,47540.0,48507.87384259259,967.8738425925912,Mês 15,CAOA Chery,Tiggo 2.0 16V Mec. 5p,2015.0
392,46608.0,48617.196662808645,2009.1966628086448,Mês 16,CAOA Chery,Tiggo 2.0 16V Mec. 5p,2015.0
393,46544.0,48684.6297180427,2140.629718042699,Mês 17,CAOA Chery,Tiggo 2.0 16V Mec. 5p,2015.0
