,Valores reais,Valores preditos,Erros relativos,Meses,Marca,Modelo,Ano-modelo
1243,52119.0,55127.8910406887,3008.8910406887007,Mês 23,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2018.0
1244,51747.0,55073.04862741276,3326.0486274127616,Mês 24,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2018.0
1257,58125.0,58539.333333333336,414.33333333333576,Mês 13,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1258,58067.0,58573.86111111111,506.8611111111095,Mês 14,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1259,57754.0,58642.7662037037,888.7662037037007,Mês 15,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1260,57339.0,58748.24672067901,1409.2467206790095,Mês 16,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1261,56785.0,58723.93394740226,1938.933947402264,Mês 17,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1262,56320.0,58730.09510968578,2410.0951096857825,Mês 18,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1263,55896.0,58769.10303549293,2873.103035492932,Mês 19,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1264,55289.0,58730.94495511735,3441.9449551173457,Mês 20,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1265,55210.0,58687.10703471045,3477.107034710454,Mês 21,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1266,55622.0,58633.78262093633,3011.7826209363266,Mês 22,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1267,55896.0,58607.76450601436,2711.764506014355,Mês 23,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1268,56965.0,58633.32821484889,1668.328214848887,Mês 24,Chevrolet,PRISMA Sed. LT 1.4 8V FlexPower 4p Aut.,2019.0
1281,48710.0,49271.16666666666,561.1666666666642,Mês 13,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1282,48459.0,49282.93055555556,823.9305555555547,Mês 14,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1283,47890.0,49294.42476851852,1404.4247685185182,Mês 15,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1284,46740.0,49357.96016589506,2617.9601658950637,Mês 16,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1285,47757.0,49434.04017971965,1677.0401797196537,Mês 17,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1286,46620.0,49465.21019469629,2845.210194696286,Mês 18,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1287,45473.0,49503.56104425431,4030.561044254311,Mês 19,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1288,45512.0,49491.52446460884,3979.52446460884,Mês 20,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1289,46167.0,49447.484836659576,3280.484836659576,Mês 21,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1290,45326.0,49398.94190638121,4072.941906381209,Mês 22,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1291,44704.0,49340.687065246304,4636.687065246304,Mês 23,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1292,44380.0,49356.2443206835,4976.244320683501,Mês 24,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2015.0
1305,50883.0,51876.583333333336,993.5833333333358,Mês 13,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1306,51483.0,51829.21527777778,346.215277777781,Mês 14,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1307,50348.0,51788.14988425926,1440.1498842592628,Mês 15,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1308,49759.0,51754.49570794753,1995.495707947528,Mês 16,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1309,49424.0,51716.87035027649,2292.870350276491,Mês 17,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1310,48054.0,51659.1928794662,3605.1928794662017,Mês 18,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1311,49854.0,51580.37561942171,1726.375619421713,Mês 19,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1312,49067.0,51485.906921040194,2418.906921040194,Mês 20,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1313,49128.0,51444.39916446021,2316.3991644602065,Mês 21,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1314,49457.0,51400.18242816522,1943.1824281652223,Mês 22,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1315,49355.0,51428.864297179,2073.864297178996,Mês 23,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1316,48908.0,51516.602988610575,2608.6029886105757,Mês 24,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2016.0
1329,57515.0,57494.333333333336,-20.66666666666424,Mês 13,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1330,57478.0,57504.694444444445,26.694444444445253,Mês 14,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1331,57198.0,57462.50231481482,264.5023148148175,Mês 15,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1332,57948.0,57387.12750771605,-560.8724922839465,Mês 16,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1333,58739.0,57419.388133359054,-1319.6118666409457,Mês 17,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1334,59536.0,57445.58714447231,-2090.412855527691,Mês 18,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1335,57941.0,57409.552739845,-531.4472601550005,Mês 19,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1336,58113.0,57403.59880149875,-709.4011985012476,Mês 20,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1337,56950.0,57403.06536829032,453.0653682903139,Mês 21,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1338,55894.0,57415.98748231451,1521.9874823145074,Mês 22,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1339,56696.0,57463.56977250738,767.5697725073842,Mês 23,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1340,56696.0,57451.36725354967,755.3672535496662,Mês 24,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2017.0
1353,59392.0,60031.083333333336,639.0833333333358,Mês 13,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1354,58736.0,60073.256944444445,1337.2569444444453,Mês 14,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1355,58433.0,60142.36168981482,1709.3616898148175,Mês 15,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1356,58318.0,60239.14183063272,1921.1418306327175,Mês 16,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1357,58555.0,60276.236983185445,1721.2369831854448,Mês 17,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1358,58168.0,60247.34006511756,2079.3400651175616,Mês 18,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1359,57746.0,60147.36840387736,2401.368403877357,Mês 19,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1360,57314.0,60168.14910420047,2854.149104200471,Mês 20,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1361,56968.0,60174.16152955051,3206.1615295505107,Mês 21,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1362,56742.0,60216.34165701306,3474.3416570130576,Mês 22,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1363,56375.0,60225.87012843081,3850.870128430812,Mês 23,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1364,55842.0,60185.52597246671,4343.525972466712,Mês 24,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2018.0
1377,62635.0,62395.083333333336,-239.91666666666424,Mês 13,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1378,62097.0,62447.42361111111,350.4236111111095,Mês 14,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1379,61572.0,62541.95891203704,969.9589120370364,Mês 15,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1380,60774.0,62653.538821373455,1879.538821373455,Mês 16,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1381,60113.0,62779.33372315458,2666.333723154581,Mês 17,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1382,59515.0,62820.028200084125,3305.0282000841253,Mês 18,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1383,58804.0,62900.530550091135,4096.530550091135,Mês 19,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1384,58308.0,62918.40809593206,4610.408095932064,Mês 20,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1385,57893.0,62884.942103926405,4991.942103926405,Mês 21,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1386,58552.0,62823.77061258694,4271.770612586937,Mês 22,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1387,59249.0,62760.91816363585,3511.918163635848,Mês 23,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1388,59649.0,62740.41134393884,3091.4113439388384,Mês 24,Chevrolet,PRISMA Sed. LTZ 1.4 8V FlexPower 4p Aut.,2019.0
1401,40175.0,38839.25,-1335.75,Mês 13,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1402,39654.0,38855.85416666666,-798.1458333333358,Mês 14,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1403,39708.0,38880.67534722222,-827.324652777781,Mês 15,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1404,39210.0,38948.48162615741,-261.51837384259125,Mês 16,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1405,39488.0,39062.855095003855,-425.1449049961448,Mês 17,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1406,39819.0,39149.759686254176,-669.2403137458241,Mês 18,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1407,38863.0,39204.739660108695,341.7396601086948,Mês 19,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1408,38712.0,39217.884631784415,505.8846317844145,Mês 20,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1409,38967.0,39207.29168443312,240.29168443311937,Mês 21,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1410,38344.0,39191.89932480254,847.8993248025436,Mês 22,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1411,37985.0,39169.22426853609,1184.224268536091,Mês 23,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1412,38444.0,39128.15962424743,684.1596242474334,Mês 24,Chevrolet,PRISMA Sed. ADVANT. 1.0 8V FlexPower 4p,2015.0
1425,52447.0,53879.16666666666,1432.1666666666642,Mês 13,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1426,51250.0,53950.34722222222,2700.347222222219,Mês 14,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1427,50088.0,54012.70949074074,3924.709490740737,Mês 15,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1428,50291.0,54024.1852816358,3733.185281635801,Mês 16,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1429,50375.0,54030.784055105454,3655.784055105454,Mês 17,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1430,49258.0,53982.099393030905,4724.099393030905,Mês 18,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1431,48541.0,53920.60767578348,5379.607675783482,Mês 19,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1432,48510.0,53795.24164876544,5285.241648765441,Mês 20,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1433,48210.0,53685.01178616256,5475.011786162562,Mês 21,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1434,47389.0,53649.09610167611,6260.096101676107,Mês 22,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1435,47545.0,53669.93744348245,6124.937443482449,Mês 23,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1436,47820.0,53768.59889710599,5948.598897105985,Mês 24,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2015.0
1449,56763.0,57760.583333333336,997.5833333333358,Mês 13,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1450,57537.0,57761.131944444445,224.13194444444525,Mês 14,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1451,57714.0,57708.64293981482,-5.35706018518249,Mês 15,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1452,58467.0,57609.86318479938,-857.136815200618,Mês 16,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1453,59280.0,57492.35178353266,-1787.6482164673362,Mês 17,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1454,60093.0,57354.54776549372,-2738.45223450628,Mês 18,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1455,60285.0,57212.8434126182,-3072.1565873818035,Mês 19,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1456,58555.0,57185.163697003045,-1369.836302996955,Mês 20,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1457,57383.0,57155.5106717533,-227.48932824670192,Mês 21,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1458,56297.0,57213.88656106607,916.8865610660724,Mês 22,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1459,57010.0,57291.54377448825,281.5437744882511,Mês 23,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1460,57690.0,57312.08908902894,-377.91091097106255,Mês 24,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2017.0
1473,60961.0,61690.16666666666,729.1666666666642,Mês 13,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1474,60839.0,61732.84722222222,893.847222222219,Mês 14,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1475,60818.0,61796.83449074074,978.8344907407372,Mês 15,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1476,60467.0,61886.07069830247,1419.070698302472,Mês 16,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1477,60817.0,61915.07658982767,1098.0765898276732,Mês 17,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1478,59782.0,61879.332972313314,2097.332972313314,Mês 18,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1479,58590.0,61771.11072000609,3181.110720006087,Mês 19,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1480,57670.0,61734.11994667327,4064.119946673265,Mês 20,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1481,56935.0,61756.9632755627,4821.963275562703,Mês 21,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1482,56603.0,61795.12688185959,5192.126881859593,Mês 22,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1483,56320.0,61819.80412201456,5499.804122014561,Mês 23,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1484,55715.0,61772.45446551577,6057.454465515773,Mês 24,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Aut.,2018.0
1497,56152.0,55648.16666666666,-503.83333333333576,Mês 13,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1498,55899.0,55597.01388888889,-301.9861111111095,Mês 14,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1499,54667.0,55561.7650462963,894.7650462962993,Mês 15,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1500,54240.0,55532.57880015432,1292.5788001543187,Mês 16,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1501,54069.0,55521.62703350052,1452.6270335005174,Mês 17,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1502,53898.0,55527.67928629222,1629.679286292223,Mês 18,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1503,52404.0,55546.985893483245,3142.9858934832446,Mês 19,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1504,52100.0,55568.81805127351,3468.8180512735125,Mês 20,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1505,51890.0,55573.719555546304,3683.719555546304,Mês 21,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1506,52614.0,55568.86285184183,2954.8628518418336,Mês 22,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1507,51959.0,55520.35142282865,3561.3514228286517,Mês 23,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1508,51183.0,55505.2140413977,4322.214041397703,Mês 24,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2015.0
1521,53177.0,56251.25,3074.25,Mês 13,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1522,53155.0,56103.35416666666,2948.354166666664,Mês 14,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1523,52382.0,55961.13368055556,3579.1336805555547,Mês 15,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1524,53101.0,55914.894820601854,2813.894820601854,Mês 16,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1525,53829.0,55765.05272231867,1936.0527223186727,Mês 17,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1526,54573.0,55683.05711584523,1110.0571158452294,Mês 18,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1527,52741.0,55601.47854216566,2860.4785421656634,Mês 19,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1528,51975.0,55534.68508734614,3559.685087346137,Mês 20,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1529,52669.0,55479.325511291645,2810.325511291645,Mês 21,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1530,53371.0,55484.18597056595,2113.185970565952,Mês 22,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1531,52408.0,55533.53480144645,3125.534801446447,Mês 23,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1532,53112.0,55647.91270156699,2535.9127015669874,Mês 24,Chevrolet,SPIN ACTIV 1.8 8V Econo. Flex 5p Mec.,2016.0
1545,51415.0,50564.0,-851.0,Mês 13,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1546,50277.0,50605.583333333336,328.58333333333576,Mês 14,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1547,50959.0,50637.46527777778,-321.534722222219,Mês 15,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1548,51035.0,50666.00405092593,-368.995949074073,Mês 16,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1549,50959.0,50690.83772183642,-268.1622781635815,Mês 17,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1550,49789.0,50747.157531989455,958.1575319894546,Mês 18,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1551,47847.0,50822.92065965524,2975.9206596552394,Mês 19,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1552,47395.0,50845.66404795984,3450.6640479598427,Mês 20,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1553,48078.0,50866.55271862316,2788.552718623163,Mês 21,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1554,47169.0,50879.59877850843,3710.598778508429,Mês 22,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1555,47758.0,50888.398676717465,3130.3986767174647,Mês 23,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1556,47600.0,50873.09856644392,3273.0985664439213,Mês 24,Chevrolet,SPIN ADVANTAGE 1.8 8V Econo.Flex 5p Mec.,2015.0
1569,64690.0,64305.333333333336,-384.6666666666642,Mês 13,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1570,64552.0,64265.77777777778,-286.222222222219,Mês 14,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1571,63810.0,64245.00925925926,435.0092592592628,Mês 15,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1572,64016.0,64234.5100308642,218.5100308641995,Mês 16,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1573,64195.0,64235.135866769546,40.13586676954583,Mês 17,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1574,62779.0,64247.81385566701,1468.8138556670092,Mês 18,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1575,63112.0,64272.465010305925,1160.4650103059248,Mês 19,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1576,63847.0,64311.25376116476,464.2537611647567,Mês 20,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1577,63796.0,64328.69157459515,532.6915745951483,Mês 21,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1578,63051.0,64325.91587247808,1274.915872478079,Mês 22,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1579,63029.0,64312.74219518459,1283.74219518459,Mês 23,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1580,62686.0,64298.804044783305,1612.8040447833046,Mês 24,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2015.0
1593,68068.0,66834.25,-1233.75,Mês 13,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1594,68238.0,66808.4375,-1429.5625,Mês 14,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1595,67799.0,66801.47395833333,-997.5260416666716,Mês 15,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1596,67320.0,66809.43012152778,-510.569878472219,Mês 16,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1597,66759.0,66827.79929832176,68.79929832175549,Mês 17,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1598,64854.0,66870.44923984857,2016.4492398485745,Mês 18,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1599,64493.0,66927.65334316928,2434.653343169281,Mês 19,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1600,65745.0,66992.87445510006,1247.8744551000564,Mês 20,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1601,65656.0,67073.86399302506,1417.8639930250647,Mês 21,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1602,65445.0,67091.51932577716,1646.5193257771607,Mês 22,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1603,65189.0,67037.97926959192,1848.9792695919168,Mês 23,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1604,65320.0,67023.39420872458,1703.3942087245814,Mês 24,Chevrolet,CRUZE LT 1.8 16V FlexPower 4p Aut.,2016.0
1617,74602.0,73221.0,-1381.0,Mês 13,Chevrolet,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,2015.0
1618,74680.0,73371.91666666667,-1308.0833333333285,Mês 14,Chevrolet,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,2015.0
1619,72996.0,73534.99305555556,538.993055555562,Mês 15,Chevrolet,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,2015.0
1620,72535.0,73701.57581018518,1166.5758101851825,Mês 16,Chevrolet,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,2015.0
1621,70917.0,73806.20712770062,2889.207127700618,Mês 17,Chevrolet,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,2015.0
1622,70720.0,73905.47438834234,3185.474388342336,Mês 18,Chevrolet,CRUZE LTZ 1.8 16V FlexPower 4p Aut.,2015.0
