,Valores reais,Valores preditos,Erros relativos,Meses,Marca,Modelo,Ano-modelo
2695,61556.0,61415.6975818794,-140.3024181205983,Mês 15,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2696,60453.0,61622.97372717069,1169.9737271706908,Mês 16,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2697,61243.0,61807.0223338373,564.0223338373034,Mês 17,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2698,62087.0,61960.54288240018,-126.45711759982078,Mês 18,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2699,61911.0,62194.28138652171,283.2813865217104,Mês 19,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2700,60028.0,62370.2110791807,2342.211079180699,Mês 20,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2701,58827.0,62507.63484879321,3680.634848793212,Mês 21,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2702,59644.0,62736.67512891986,3092.6751289198583,Mês 22,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2703,59114.0,63045.18482747692,3931.184827476922,Mês 23,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2704,58945.0,63301.83373787484,4356.83373787484,Mês 24,Ford,EcoSport SE 1.6 16V Flex 5p Mec.,2017.0
2717,33785.0,33963.07575757575,178.0757575757525,Mês 13,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2718,33525.0,34133.404040404035,608.4040404040352,Mês 14,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2719,33549.0,34287.98982246709,738.9898224670906,Mês 15,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2720,33650.0,34423.70704519946,773.7070451994587,Mês 16,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2721,33509.0,34531.51228963958,1022.5122896395768,Mês 17,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2722,33525.0,34667.85684077794,1142.8568407779385,Mês 18,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2723,33417.0,34782.823259433346,1365.8232594333458,Mês 19,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2724,33394.0,34947.31529457489,1553.315294574888,Mês 20,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2725,33131.0,35108.76725388029,1977.7672538802872,Mês 21,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2726,33281.0,35259.446443806795,1978.4464438067955,Mês 22,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2727,32840.0,35392.771700653655,2552.771700653655,Mês 23,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2728,33307.0,35540.92750779157,2233.9275077915736,Mês 24,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2015.0
2741,35398.0,36329.63636363637,931.6363636363676,Mês 13,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2742,34579.0,36260.31818181818,1681.3181818181763,Mês 14,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2743,34485.0,36148.2741046832,1663.2741046831943,Mês 15,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2744,33712.0,36159.049357208445,2447.049357208445,Mês 16,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2745,33468.0,36210.00996187773,2742.009961877724,Mês 17,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2746,33933.0,36286.788524593954,2353.788524593954,Mês 18,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2747,33847.0,36231.88676146358,2384.886761463582,Mês 19,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2748,33541.0,36214.86068980821,2673.860689808207,Mês 20,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2749,33988.0,36150.86137783755,2162.861377837551,Mês 21,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2750,34268.0,36151.70196082478,1883.7019608247792,Mês 22,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2751,34254.0,36158.96540278483,1904.96540278483,Mês 23,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2752,33785.0,36150.07263020924,2365.072630209237,Mês 24,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2016.0
2765,35705.0,34910.86363636363,-794.1363636363676,Mês 13,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2766,36196.0,34870.50000000001,-1325.4999999999927,Mês 14,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2767,36073.0,34825.263774104686,-1247.7362258953144,Mês 15,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2768,36573.0,34797.729109274565,-1775.2708907254346,Mês 16,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2769,37066.0,34794.07999067814,-2271.920009321861,Mês 17,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2770,36978.0,34650.66620637041,-2327.3337936295866,Mês 18,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2771,36958.0,34575.671464080806,-2382.328535919194,Mês 19,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2772,36275.0,34495.60273770812,-1779.397262291881,Mês 20,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2773,35549.0,34345.13209660149,-1203.86790339851,Mês 21,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2774,35598.0,34271.704450684694,-1326.2955493153058,Mês 22,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2775,36111.0,34196.11310022284,-1914.886899777157,Mês 23,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2776,36213.0,34132.62594578804,-2080.374054211963,Mês 24,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2017.0
2789,38113.0,39662.22727272727,1549.227272727272,Mês 13,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2790,37475.0,39777.25757575758,2302.2575757575837,Mês 14,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2791,37050.0,39950.60583103765,2900.6058310376466,Mês 15,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2792,36776.0,40097.04331190694,3321.043311906942,Mês 16,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2793,36705.0,40173.53847589763,3468.538475897629,Mês 17,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2794,36730.0,40291.69672582884,3561.696725828835,Mês 18,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2795,36799.0,40284.32264349934,3485.322643499341,Mês 19,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2796,36685.0,40398.44371285568,3713.443712855674,Mês 20,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2797,36635.0,40581.317745777786,3946.3177457777856,Mês 21,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2798,36608.0,40713.84174211988,4105.841742119876,Mês 22,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2799,36676.0,40940.38959728307,4264.389597283072,Mês 23,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2800,36566.0,41041.02120376795,4475.021203767952,Mês 24,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2018.0
2813,39583.0,40330.65151515151,747.6515151515123,Mês 13,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2814,39049.0,40363.45959595959,1314.45959595959,Mês 14,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2815,38683.0,40291.4013621059,1608.4013621058984,Mês 15,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2816,38622.0,40219.727068666456,1597.727068666456,Mês 16,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2817,38450.0,40165.43097913633,1715.4309791363266,Mês 17,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2818,38214.0,40134.563750581,1920.563750581001,Mês 18,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2819,38106.0,40193.963613455584,2087.963613455584,Mês 19,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2820,38038.0,40101.53174498923,2063.531744989232,Mês 20,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2821,38105.0,40056.684847028526,1951.6848470285256,Mês 21,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2822,38724.0,40055.7890552784,1331.7890552783938,Mês 22,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2823,39365.0,40047.3211126254,682.3211126253955,Mês 23,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2824,40486.0,40032.1461714239,-453.8538285761024,Mês 24,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2019.0
2837,43866.0,42098.22727272727,-1767.772727272728,Mês 13,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2838,44293.0,42242.27272727273,-2050.727272727272,Mês 14,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2839,45053.0,42357.1108815427,-2695.8891184573004,Mês 15,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2840,45050.0,42490.912993572085,-2559.087006427915,Mês 16,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2841,45105.0,42674.931981662354,-2430.068018337646,Mês 17,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2842,47045.0,42878.2642842567,-4166.7357157433,Mês 18,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2843,49119.0,43101.877112791786,-6017.122887208214,Mês 19,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2844,50259.0,43293.60644700873,-6965.393552991271,Mês 20,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2845,50184.0,43443.97841780745,-6740.021582192552,Mês 21,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2846,50554.0,43509.1892373417,-7044.8107626583005,Mês 22,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2847,51097.0,43558.01676560825,-7538.983234391751,Mês 23,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2848,51717.0,43613.02062584205,-8103.979374157949,Mês 24,Ford,Ka 1.0 SE/SE Plus TiVCT Flex 5p,2020.0
2861,46550.0,47106.06060606061,556.0606060606078,Mês 13,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2862,46397.0,47163.580808080806,766.5808080808056,Mês 14,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2863,46299.0,47235.13529231711,936.1352923171072,Mês 15,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2864,46183.0,47331.51487093154,1148.51487093154,Mês 16,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2865,45078.0,47466.408765493936,2388.408765493936,Mês 17,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2866,46149.0,47563.6075247166,1414.607524716601,Mês 18,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2867,45284.0,47642.02062343044,2358.0206234304424,Mês 19,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2868,45108.0,47704.422594834505,2596.4225948345047,Mês 20,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2869,44563.0,47724.89701321733,3161.897013217327,Mês 21,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2870,45188.0,47756.55581675043,2568.555816750428,Mês 22,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2871,45188.0,47848.43890267861,2660.4389026786084,Mês 23,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2872,44751.0,47861.89411648816,3110.8941164881544,Mês 24,Ford,Fiesta 1.6 16V Flex Aut. 5p,2015.0
2885,48404.0,48344.13636363637,-59.8636363636324,Mês 13,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2886,47288.0,48275.681818181816,987.6818181818162,Mês 14,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2887,46153.0,48218.23622589531,2065.236225895307,Mês 15,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2888,45966.0,48165.85353535353,2199.853535353533,Mês 16,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2889,46194.0,48179.4992104238,1985.4992104237967,Mês 17,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2890,46078.0,48287.85161648625,2209.851616486252,Mês 18,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2891,45872.0,48255.64728470178,2383.6472847017794,Mês 19,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2892,45581.0,48194.13916278524,2613.1391627852354,Mês 20,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2893,46032.0,48118.00800244037,2086.0080024403724,Mês 21,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2894,45806.0,48003.705584278185,2197.7055842781847,Mês 22,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2895,44943.0,47842.55957207223,2899.5595720722267,Mês 23,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2896,45716.0,47767.87827166376,2051.878271663758,Mês 24,Ford,Fiesta 1.6 16V Flex Aut. 5p,2016.0
2909,52351.0,52721.18181818182,370.1818181818235,Mês 13,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2910,52196.0,52750.78787878789,554.7878787878872,Mês 14,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2911,52315.0,52708.42102846649,393.42102846648777,Mês 15,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2912,52396.0,52758.13850627488,362.1385062748741,Mês 16,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2913,52415.0,52842.51539963456,427.5153996345544,Mês 17,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2914,52245.0,52876.02677988951,631.0267798895075,Mês 18,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2915,52121.0,52885.54882933696,764.5488293369635,Mês 19,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2916,51994.0,52909.470950726485,915.4709507264852,Mês 20,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2917,52700.0,52942.88762033658,242.88762033657983,Mês 21,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2918,52607.0,52998.67934872308,391.6793487230825,Mês 22,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2919,51934.0,52998.05827655644,1064.0582765564395,Mês 23,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2920,51804.0,53033.44172508927,1229.441725089273,Mês 24,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2015.0
2933,53811.0,54119.21212121212,308.2121212121201,Mês 13,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2934,53009.0,54148.9797979798,1139.9797979798022,Mês 14,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2935,53358.0,54160.584634221006,802.5846342210061,Mês 15,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2936,53475.0,54190.02836445262,715.0283644526207,Mês 16,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2937,52896.0,54236.26009714532,1340.2600971453212,Mês 17,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2938,52019.0,54304.49202719988,2285.492027199878,Mês 18,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2939,51791.0,54337.28944467509,2546.2894446750943,Mês 19,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2940,52195.0,54324.57272734509,2129.5727273450902,Mês 20,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2941,52711.0,54269.25546281379,1558.2554628137875,Mês 21,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2942,52452.0,54315.35186492305,1863.3518649230464,Mês 22,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2943,52756.0,54365.43848609232,1609.4384860923235,Mês 23,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2944,52719.0,54415.12889621549,1696.1288962154867,Mês 24,Ford,Fiesta Sedan 1.6 16V Flex Aut.,2016.0
2957,43894.0,42798.93939393939,-1095.0606060606078,Mês 13,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2958,42917.0,42795.9797979798,-121.02020202020503,Mês 14,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2959,42864.0,42818.62733394552,-45.37266605447803,Mês 15,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2960,42704.0,42855.91587593103,151.9158759310303,Mês 16,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2961,42875.0,42892.42359855055,17.423598550551105,Mês 17,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2962,43839.0,42938.36196162215,-900.6380383778524,Mês 18,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2963,43788.0,42977.29082760166,-810.7091723983394,Mês 19,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2964,42618.0,43008.37649913699,390.3764991369899,Mês 20,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2965,42572.0,43021.553265990064,449.55326599006366,Mês 21,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2966,43138.0,42996.908205166736,-141.09179483326443,Mês 22,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2967,42595.0,42927.17449076638,332.1744907663815,Mês 23,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2968,41961.0,42872.35189254318,911.351892543178,Mês 24,Ford,Fiesta 1.6 16V Flex Mec. 5p,2015.0
2981,45053.0,45676.80303030303,623.8030303030318,Mês 13,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2982,44014.0,45574.72222222222,1560.722222222219,Mês 14,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2983,43512.0,45475.15373431283,1963.153734312829,Mês 15,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2984,43410.0,45377.681103968986,1967.6811039689856,Mês 16,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2985,43308.0,45277.1348513448,1969.134851344796,Mês 17,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2986,44198.0,45183.55737342304,985.5573734230348,Mês 18,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2987,44020.0,45085.766121738976,1065.766121738976,Mês 19,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2988,42751.0,45001.33729948947,2250.337299489467,Mês 20,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2989,42297.0,44913.13980368381,2616.1398036838077,Mês 21,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2990,42852.0,44805.57326536008,1953.573265360079,Mês 22,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2991,43193.0,44686.66001106402,1493.660011064021,Mês 23,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
2992,43357.0,44541.961735698365,1184.9617356983654,Mês 24,Ford,Fiesta 1.6 16V Flex Mec. 5p,2016.0
3005,40069.0,40053.36363636363,-15.636363636367603,Mês 13,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3006,39259.0,39984.74242424242,725.7424242424167,Mês 14,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3007,39427.0,39851.65518824609,424.6551882460917,Mês 15,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3008,39703.0,39734.38391490664,31.38391490664071,Mês 16,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3009,39480.0,39665.780314624666,185.7803146246661,Mês 17,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3010,39810.0,39691.73079084386,-118.26920915614028,Mês 18,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3011,39308.0,39732.90201756226,424.9020175622573,Mês 19,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3012,39088.0,39699.50619299691,611.5061929969088,Mês 20,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3013,39068.0,39667.25560792969,599.2556079296919,Mês 21,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3014,38676.0,39642.15606149172,966.156061491718,Mês 22,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3015,38368.0,39643.05716891094,1275.057168910942,Mês 23,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3016,37895.0,39616.88791540212,1721.8879154021197,Mês 24,Ford,Fiesta 1.5 16V Flex Mec. 5p,2015.0
3029,42639.0,43388.106060606064,749.1060606060637,Mês 13,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3030,42476.0,43527.444444444445,1051.4444444444453,Mês 14,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3031,42123.0,43639.64837771656,1516.6483777165631,Mês 15,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3032,41817.0,43609.86978369554,1792.8697836955398,Mês 16,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3033,41902.0,43483.98400480162,1581.9840048016194,Mês 17,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3034,41595.0,43410.24827913871,1815.2482791387083,Mês 18,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3035,41390.0,43454.11652349111,2064.116523491109,Mês 19,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3036,40828.0,43534.73259418195,2706.732594181951,Mês 20,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3037,40905.0,43635.29114948984,2730.291149489836,Mês 21,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3038,40562.0,43861.21471137694,3299.214711376939,Mês 22,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3039,40934.0,44003.37228709808,3069.3722870980782,Mês 23,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3040,40849.0,44036.89081026973,3187.8908102697314,Mês 24,Ford,Fiesta 1.5 16V Flex Mec. 5p,2016.0
3053,129903.0,132870.4090909091,2967.4090909090883,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3054,129561.0,132567.89393939395,3006.893939393951,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3055,128473.0,132163.00665748396,3690.0066574839584,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3056,129587.0,131658.93449647998,2071.934496479982,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3057,128847.0,131018.36828222542,2171.3682822254195,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3058,125927.0,130864.20721640965,4937.207216409646,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3059,125221.0,130481.70299461472,5260.702994614723,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3060,123510.0,130096.0364314756,6586.036431475586,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3061,122758.0,129785.9036051106,7027.903605110594,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3062,120718.0,129644.19454428415,8926.194544284168,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3063,118959.0,129731.76866294997,10772.768662949966,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3064,121647.0,129540.82834188538,7893.8283418853825,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2015.0
3077,139005.0,143131.65151515152,4126.65151515152,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3078,139578.0,143597.06565656565,4019.0656565656536,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3079,137995.0,143762.7397459443,5767.739745944302,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3080,139810.0,143535.49918375676,3725.499183756765,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3081,141648.0,143472.02359723652,1824.023597236519,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3082,137609.0,143806.0637614024,6197.063761402387,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3083,140211.0,144807.78290768858,4596.782907688583,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3084,136184.0,144962.0267499458,8778.026749945799,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3085,133621.0,145135.46780139385,11514.467801393854,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3086,135446.0,145527.31222984218,10081.31222984218,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3087,132967.0,146220.91687074024,13253.916870740242,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3088,131983.0,146668.49674512667,14685.496745126671,Mês 24,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2016.0
3101,155012.0,156975.68181818182,1963.6818181818237,Mês 13,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3102,153260.0,156515.98484848486,3255.9848484848626,Mês 14,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3103,152607.0,155973.37304866852,3366.373048668524,Mês 15,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3104,152601.0,155336.80042852773,2735.8004285277275,Mês 16,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3105,154676.0,155093.21694794597,417.2169479459699,Mês 17,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3106,155020.0,154398.87228769177,-621.1277123082255,Mês 18,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3107,155300.0,154074.78166729468,-1225.2183327053208,Mês 19,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3108,152762.0,153511.16664520348,749.1666452034842,Mês 20,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3109,152317.0,153406.50805511393,1089.5080551139254,Mês 21,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3110,150783.0,153005.78902687924,2222.78902687924,Mês 22,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
3111,149835.0,152629.3375321823,2794.3375321823114,Mês 23,Ford,Ranger Limited 3.2 20V 4x4 CD Aut. Dies.,2017.0
