Indice,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Range,Y,Marca,Modelo,Ano-modelo
10,252009.0,246273.0,251973.0833333333,252375.00694444444,252792.50752314812,253213.79981674385,253428.61646813917,253402.4178404841,253348.3693271911,252985.48343779036,252750.52372427288,252596.48403462893,Mês 11 - Mês 22,252262.3577041813,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
11,246273.0,251973.0833333333,252375.00694444444,252792.50752314812,253213.79981674385,253428.61646813917,253402.4178404841,253348.3693271911,252985.48343779036,252750.52372427288,252596.48403462893,252262.3577041813,Mês 12 - Mês 23,252283.4708461965,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
24,258108.0,252013.0,251482.0,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,Mês 1 - Mês 12,251338.66666666663,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
25,252013.0,251482.0,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,Mês 2 - Mês 13,250774.5555555556,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
26,251482.0,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,Mês 3 - Mês 14,250671.35185185185,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
27,250413.0,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,Mês 4 - Mês 15,250603.79783950615,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
28,251845.0,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,Mês 5 - Mês 16,250619.69765946505,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
29,246221.0,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,Mês 6 - Mês 17,250517.5891310871,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
30,251010.0,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,250517.5891310871,Mês 7 - Mês 18,250875.6382253444,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
31,254444.0,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,250517.5891310871,250875.6382253444,Mês 8 - Mês 19,250864.44141078973,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
32,254102.0,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,250517.5891310871,250875.6382253444,250864.44141078973,Mês 9 - Mês 20,250566.14486168887,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
33,249389.0,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,250517.5891310871,250875.6382253444,250864.44141078973,250566.14486168887,Mês 10 - Mês 21,250271.4902668296,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
34,250100.0,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,250517.5891310871,250875.6382253444,250864.44141078973,250566.14486168887,250271.4902668296,Mês 11 - Mês 22,250345.03112239877,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
35,246937.0,251338.66666666663,250774.5555555556,250671.35185185185,250603.79783950615,250619.69765946505,250517.5891310871,250875.6382253444,250864.44141078973,250566.14486168887,250271.4902668296,250345.03112239877,Mês 12 - Mês 23,250365.45038259865,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
48,277895.0,273323.0,272361.0,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,Mês 2 - Mês 13,279772.5,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
49,273323.0,272361.0,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,Mês 3 - Mês 14,279928.9583333333,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
50,272361.0,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,Mês 4 - Mês 15,280479.4548611111,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
51,271402.0,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,Mês 5 - Mês 16,281155.9927662037,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
52,274958.0,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,Mês 6 - Mês 17,281968.8254967207,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
53,274099.0,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,Mês 7 - Mês 18,282553.0609547807,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
54,277832.0,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,Mês 8 - Mês 19,283257.5660343458,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
55,281675.0,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,Mês 9 - Mês 20,283709.6965372079,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
56,282746.0,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,Mês 10 - Mês 21,283879.2545819753,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
57,286573.0,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,Mês 11 - Mês 22,283973.69246380654,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
58,290309.0,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,Mês 12 - Mês 23,283757.08350245707,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
59,294097.0,279772.5,279928.9583333333,280479.4548611111,281155.9927662037,281968.8254967207,282553.0609547807,283257.5660343458,283709.6965372079,283879.2545819753,283973.69246380654,283757.08350245707,Mês 13 - Mês 24,283211.09046099515,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
71,306299.0,305078.0,309097.0,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,Mês 2 - Mês 13,313145.0833333333,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
72,305078.0,309097.0,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,Mês 3 - Mês 14,313715.5902777777,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
73,309097.0,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,Mês 4 - Mês 15,314435.3894675926,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
74,310120.0,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,Mês 5 - Mês 16,314880.25525655865,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
75,314324.0,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,Mês 6 - Mês 17,315276.9431946052,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
76,318567.0,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,Mês 7 - Mês 18,315356.35512748896,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
77,322798.0,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,Mês 8 - Mês 19,315088.80138811306,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
78,320121.0,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,Mês 9 - Mês 20,314446.3681704558,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
79,320255.0,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,Mês 10 - Mês 21,313973.48218466045,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
80,318996.0,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,Mês 11 - Mês 22,313450.0223667155,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
81,310234.0,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,Mês 12 - Mês 23,312987.85756394174,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
82,301852.0,313145.0833333333,313715.5902777777,314435.3894675926,314880.25525655865,315276.9431946052,315356.35512748896,315088.80138811306,314446.3681704558,313973.48218466045,313450.0223667155,312987.85756394174,Mês 13 - Mês 24,313217.3456942702,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2018.0
94,131650.0,131610.0,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,Mês 1 - Mês 12,132070.0,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
95,131610.0,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,Mês 2 - Mês 13,132105.0,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
96,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,Mês 3 - Mês 14,132146.25,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
97,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,Mês 4 - Mês 15,132226.9375,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
98,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,Mês 5 - Mês 16,132172.765625,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
99,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,Mês 6 - Mês 17,131985.49609375,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
100,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,Mês 7 - Mês 18,131639.9541015625,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
101,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,Mês 8 - Mês 19,131656.03361002603,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
102,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,Mês 9 - Mês 20,131675.28641086153,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
103,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,131675.28641086153,Mês 10 - Mês 21,131701.06027843335,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
104,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,131675.28641086153,131701.06027843335,Mês 11 - Mês 22,131734.06530163612,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
105,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,131675.28641086153,131701.06027843335,131734.06530163612,Mês 12 - Mês 23,131777.7374101058,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2015.0
118,138049.0,138299.0,137138.0,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,Mês 1 - Mês 12,140360.66666666666,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
119,138299.0,137138.0,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,Mês 2 - Mês 13,140553.30555555556,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
120,137138.0,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,Mês 3 - Mês 14,140741.16435185185,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
121,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,Mês 4 - Mês 15,141041.4280478395,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
122,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,Mês 5 - Mês 16,141096.04705182614,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
123,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,Mês 6 - Mês 17,141116.134306145,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
124,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,Mês 7 - Mês 18,141153.8121649904,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
125,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,141153.8121649904,Mês 8 - Mês 19,141198.29651207294,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
126,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,141153.8121649904,141198.29651207294,Mês 9 - Mês 20,141275.987888079,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
127,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,141153.8121649904,141198.29651207294,141275.987888079,Mês 10 - Mês 21,141336.48687875224,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
128,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,141153.8121649904,141198.29651207294,141275.987888079,141336.48687875224,Mês 11 - Mês 22,141253.19411864827,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
129,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,141153.8121649904,141198.29651207294,141275.987888079,141336.48687875224,141253.19411864827,Mês 12 - Mês 23,141063.87696186895,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2016.0
142,157401.0,153143.0,152683.0,152669.0,282746.0,286573.0,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,Mês 6 - Mês 17,246018.25,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
143,153143.0,152683.0,152669.0,282746.0,286573.0,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,Mês 7 - Mês 18,253403.0208333333,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
144,152683.0,152669.0,282746.0,286573.0,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,Mês 8 - Mês 19,261758.02256944444,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
145,152669.0,282746.0,286573.0,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,Mês 9 - Mês 20,270847.60778356483,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
146,282746.0,286573.0,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,Mês 10 - Mês 21,280695.8250988619,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
147,286573.0,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,Mês 11 - Mês 22,280524.9771904337,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
148,290309.0,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,280524.9771904337,Mês 12 - Mês 23,280020.9752896365,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
149,294097.0,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,280524.9771904337,280020.9752896365,Mês 13 - Mês 24,279163.6398971062,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
150,294005.0,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,280524.9771904337,280020.9752896365,279163.6398971062,Mês 14 - Mês 25,277919.1932218651,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
151,293044.0,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,280524.9771904337,280020.9752896365,279163.6398971062,277919.1932218651,Mês 15 - Mês 26,276578.7093236872,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
152,297039.0,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,280524.9771904337,280020.9752896365,279163.6398971062,277919.1932218651,276578.7093236872,Mês 16 - Mês 27,275206.6017673277,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
153,298510.0,246018.25,253403.0208333333,261758.02256944444,270847.60778356483,280695.8250988619,280524.9771904337,280020.9752896365,279163.6398971062,277919.1932218651,276578.7093236872,275206.6017673277,Mês 17 - Mês 28,273387.2352479384,Audi,RS Q3 2.5 TFSI Quattro S-tronic 5p,2017.0
161,131650.0,131610.0,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,Mês 1 - Mês 12,132070.0,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
162,131610.0,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,Mês 2 - Mês 13,132105.0,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
163,131178.0,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,Mês 3 - Mês 14,132146.25,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
164,132877.0,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,Mês 4 - Mês 15,132226.9375,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
165,134420.0,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,Mês 5 - Mês 16,132172.765625,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
166,136132.0,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,Mês 6 - Mês 17,131985.49609375,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
167,131447.0,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,Mês 7 - Mês 18,131639.9541015625,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
168,131425.0,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,Mês 8 - Mês 19,131656.03361002603,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
169,131366.0,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,Mês 9 - Mês 20,131675.28641086153,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
170,131305.0,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,131675.28641086153,Mês 10 - Mês 21,131701.06027843335,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
171,131210.0,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,131675.28641086153,131701.06027843335,Mês 11 - Mês 22,131734.06530163612,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
172,130220.0,132070.0,132105.0,132146.25,132226.9375,132172.765625,131985.49609375,131639.9541015625,131656.03361002603,131675.28641086153,131701.06027843335,131734.06530163612,Mês 12 - Mês 23,131777.7374101058,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2015.0
185,138049.0,138299.0,137138.0,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,Mês 1 - Mês 12,140360.66666666666,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
186,138299.0,137138.0,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,Mês 2 - Mês 13,140553.30555555556,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
187,137138.0,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,Mês 3 - Mês 14,140741.16435185185,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
188,140386.0,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,Mês 4 - Mês 15,141041.4280478395,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
189,140855.0,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,Mês 5 - Mês 16,141096.04705182614,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
190,140664.0,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,Mês 6 - Mês 17,141116.134306145,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
191,140620.0,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,Mês 7 - Mês 18,141153.8121649904,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
192,140266.0,140550.0,142336.0,143525.0,141640.0,140360.66666666666,140553.30555555556,140741.16435185185,141041.4280478395,141096.04705182614,141116.134306145,141153.8121649904,Mês 8 - Mês 19,141198.29651207294,Audi,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2016.0
